[206045465, 237134557, 98501963, 193035196, 7380439]
[206045465, 237134557, 98501963, 193035196, 7380439, 145606465]
[93013133, 79078986, 20365635, 126967462, 179682725, 52076470]
[93013133, 79078986, 20365635, 126967462, 247552037]
[206045465, 237134557, 98501963, 193035196, 7380439, 213578016]
[93013133, 79078986, 27477927, 85043021, 236177433, 117665129]
[93013133, 79078986, 27477927, 85043021, 236177433, 53124069]
[93013133, 79078986, 27477927, 85043021, 236177433, 17860066]
[93013133, 79078986, 27477927, 85043021, 236177433, 223618432]
[206045465, 237134557, 98501963, 193035196, 7380439, 83953695]
[206045465, 237134557, 98501963, 193035196, 127476587, 57809121]
[206045465, 237134557, 98501963, 193035196, 86116500, 80754540]
[206045465, 25751687, 125958478, 194460356, 135388072, 91159928]
[93013133, 79078986, 20365635, 126967462, 179682725, 40765172]
[93013133, 79078986, 27477927, 85043021, 84166967, 106417082]
[93013133, 79078986, 27477927, 85043021, 84166967, 26783079]
[93013133, 79078986, 27477927, 85043021, 236177433, 57184046]
[93013133, 79078986, 20365635, 126967462, 8394387]
[206045465, 25751687, 125958478, 194460356, 135388072, 87816117]
[206045465, 25751687, 125958478, 194460356, 135388072, 136315698]
[93013133, 79078986, 27477927, 85043021, 236177433, 71593029]
[206045465, 237134557, 98501963, 193035196, 217614723, 202789526]
[206045465, 237134557, 98501963, 193035196, 217614723, 192843682]
[206045465, 25751687, 125958478, 194460356, 135388072, 244419761]
[206045465, 25751687, 125958478, 78296307, 75256724, 248063527]
[206045465, 237134557, 98501963, 193035196, 217614723, 233006119]
[93013133, 79078986, 20365635, 126967462, 126781533]
[206045465, 237134557, 98501963, 193035196, 127476587, 229452923]
[93013133, 79078986, 20365635, 126967462, 179682725, 168274462]
[206045465, 237134557, 98501963, 193035196, 7380439, 181660556]
[93013133, 79078986, 27477927, 85043021, 236177433, 81500607]
[93013133, 79078986, 27477927, 85043021, 236177433, 203840584]
[206045465, 237134557, 98501963, 193035196, 7380439, 246736246]
[206045465, 237134557, 98501963, 193035196, 127476587, 39972623]
[206045465, 237134557, 98501963, 193035196, 7380439, 153120792]
[206045465, 237134557, 98501963, 193035196, 127476587, 34749312]
[93013133, 79078986, 27477927, 85043021, 236177433, 4062472]
[206045465, 237134557, 98501963, 193035196, 86116500, 188865799]
[206045465, 237134557, 98501963, 193035196, 217614723, 142130880]
[206045465, 25751687, 125958478, 194460356, 135388072, 197156616]
[93013133, 79078986, 27477927, 85043021, 236177433, 213571759]
[93013133, 79078986, 27477927, 85043021, 236177433, 174321387]
[206045465, 237134557, 98501963, 193035196, 7380439, 168363336]
[206045465, 25751687, 125958478, 194460356, 135388072, 157936217]
[93013133, 79078986, 27477927, 85043021, 236177433, 181645060]
[206045465, 237134557, 98501963, 193035196, 127476587, 106625110]
[93013133, 79078986, 20365635, 126967462, 28179200]
[206045465, 237134557, 98501963, 193035196, 7380439, 110098403]
[206045465, 237134557, 98501963, 193035196, 86116500, 65596089]
[206045465, 237134557, 98501963, 193035196, 217614723, 92307311]
[93013133, 79078986, 27477927, 85043021, 236177433, 73005487]
[93013133, 79078986, 27477927, 85043021, 84166967, 140153835]
[206045465, 237134557, 98501963, 193035196, 217614723, 103653437]
[93013133, 79078986, 27477927, 85043021, 236177433, 89735523]
[206045465, 237134557, 98501963, 193035196, 86116500, 236504450]
[206045465, 25751687, 125958478, 78296307, 75256724, 177023872]
[206045465, 237134557, 98501963, 193035196, 7380439, 110047745]
[93013133, 79078986, 20365635, 126967462, 179682725, 35707935]
[93013133, 79078986, 20365635, 126967462, 162028827]
[93013133, 79078986, 27477927, 85043021, 84166967, 146489142]
[206045465, 237134557, 98501963, 193035196, 86116500, 76232800]
[93013133, 79078986, 27477927, 85043021, 236177433, 142642448]
[93013133, 79078986, 27477927, 85043021, 84166967, 159363231]
[93013133, 79078986, 20365635, 126967462, 226748544]
[93013133, 79078986, 27477927, 85043021, 236177433, 26170935]
[206045465, 25751687, 125958478, 78296307, 75256724, 104665171]
[93013133, 79078986, 20365635, 126967462, 179682725, 174762832]
[206045465, 25751687, 125958478, 194460356, 135388072, 41076250]
[206045465, 237134557, 98501963, 193035196, 217614723, 42097713]
[206045465, 237134557, 98501963, 193035196, 217614723, 36724235]
[206045465, 237134557, 98501963, 193035196, 127476587, 162546723]
[206045465, 25751687, 125958478, 194460356, 135388072, 221094308]
[93013133, 79078986, 20365635, 126967462, 179682725, 98668051]
[93013133, 79078986, 20365635, 126967462, 179682725, 106552720]
[93013133, 79078986, 27477927, 85043021, 236177433, 243194992]
[93013133, 79078986, 20365635, 126967462, 224859739]
[93013133, 79078986, 20365635, 126967462, 100641631]
[206045465, 25751687, 125958478, 194460356, 135388072, 109372798]
[206045465, 237134557, 98501963, 193035196, 127476587, 51532576]
[206045465, 237134557, 98501963, 193035196, 217614723, 226763532]
[93013133, 79078986, 20365635, 126967462, 28559980]
[206045465, 237134557, 98501963, 193035196, 217614723, 243157520]
[206045465, 237134557, 98501963, 193035196, 86116500, 34582359]
[206045465, 25751687, 125958478, 194460356, 135388072, 119362141]
[206045465, 237134557, 98501963, 193035196, 86116500, 63054165]
[206045465, 25751687, 125958478, 194460356, 135388072, 236584122]
[93013133, 79078986, 20365635, 126967462, 201455747]
[206045465, 25751687, 125958478, 78296307, 75256724, 149964329]
[206045465, 237134557, 98501963, 193035196, 86116500, 112810313]
[93013133, 79078986, 27477927, 85043021, 236177433, 202755996]
[206045465, 237134557, 98501963, 193035196, 86116500, 232904567]
[93013133, 79078986, 20365635, 126967462, 13491020]
[93013133, 79078986, 27477927, 85043021, 236177433, 174069540]
[206045465, 237134557, 98501963, 193035196, 127476587, 8422594]
[206045465, 237134557, 98501963, 193035196, 217614723, 192619997]
[206045465, 25751687, 125958478, 194460356, 135388072, 245975843]
[206045465, 237134557, 98501963, 193035196, 127476587, 201411178]
[93013133, 79078986, 20365635, 126967462, 195182183]
[206045465, 25751687, 125958478, 78296307, 75256724, 177599566]
[93013133, 79078986, 20365635, 126967462, 179682725, 164925959]
[206045465, 237134557, 98501963, 193035196, 127476587, 186901244]
[93013133, 79078986, 20365635, 126967462, 179682725, 31583061]
[206045465, 237134557, 98501963, 193035196, 7380439, 15800067]
[93013133, 79078986, 20365635, 126967462, 179682725, 76128963]
[93013133, 79078986, 20365635, 126967462, 179682725, 222758068]
[206045465, 237134557, 98501963, 193035196, 217614723, 35798459]
[93013133, 79078986, 27477927, 85043021, 84166967, 37985420]
[93013133, 79078986, 27477927, 85043021, 84166967, 242383382]
[93013133, 79078986, 27477927, 85043021, 84166967, 190902914]
[206045465, 25751687, 125958478, 78296307, 75256724, 150078209]
[206045465, 237134557, 98501963, 193035196, 217614723, 29137701]
[206045465, 25751687, 125958478, 78296307, 75256724, 148929223]
[93013133, 79078986, 27477927, 85043021, 84166967, 201324090]
[206045465, 237134557, 98501963, 193035196, 7380439, 242486146]
[93013133, 79078986, 27477927, 85043021, 236177433, 134534815]
[206045465, 237134557, 98501963, 193035196, 127476587, 170431357]
[93013133, 79078986, 20365635, 126967462, 179682725, 172807799]
[206045465, 237134557, 98501963, 193035196, 127476587, 100908564]
[93013133, 79078986, 20365635, 126967462, 17315179]
[206045465, 237134557, 98501963, 193035196, 86116500, 41289951]
[93013133, 79078986, 20365635, 126967462, 179682725, 219945941]
[93013133, 79078986, 20365635, 126967462, 179682725, 180283194]
[93013133, 79078986, 20365635, 126967462, 179682725, 170057698]
[206045465, 25751687, 125958478, 194460356, 135388072, 86909442]
[206045465, 237134557, 98501963, 193035196, 86116500, 89337013]
[206045465, 237134557, 98501963, 193035196, 217614723, 33725908]
[206045465, 237134557, 98501963, 193035196, 86116500, 142660881]
[206045465, 237134557, 98501963, 193035196, 217614723, 118659496]
[206045465, 237134557, 98501963, 193035196, 217614723, 229029021]
[206045465, 237134557, 98501963, 193035196, 217614723, 19719692]
[93013133, 79078986, 20365635, 126967462, 93149571]
[93013133, 79078986, 20365635, 126967462, 209315464]
[206045465, 237134557, 98501963, 193035196, 217614723, 165842399]
[206045465, 237134557, 98501963, 193035196, 86116500, 59312844]
[93013133, 79078986, 27477927, 85043021, 84166967, 55830898]
[93013133, 79078986, 20365635, 126967462, 179682725, 73407815]
[206045465, 237134557, 98501963, 193035196, 7380439, 73415096]
[93013133, 79078986, 27477927, 85043021, 84166967, 165528652]
[93013133, 79078986, 20365635, 126967462, 133694523]
[206045465, 237134557, 98501963, 193035196, 127476587, 107455440]
[206045465, 25751687, 125958478, 78296307, 75256724, 58090612]
[93013133, 79078986, 27477927, 85043021, 236177433, 107833039]
[206045465, 25751687, 125958478, 194460356, 135388072, 62707198]
[206045465, 237134557, 98501963, 193035196, 127476587, 211411617]
[206045465, 237134557, 98501963, 193035196, 86116500, 72271682]
[206045465, 25751687, 125958478, 194460356, 135388072, 157746784]
[206045465, 25751687, 125958478, 78296307, 75256724, 216024233]
[206045465, 237134557, 98501963, 193035196, 217614723, 78230745]
[93013133, 79078986, 20365635, 126967462, 45413564]
[93013133, 79078986, 20365635, 126967462, 179682725, 173474452]
[93013133, 79078986, 27477927, 85043021, 236177433, 246129811]
[93013133, 79078986, 27477927, 85043021, 236177433, 230160064]
[206045465, 237134557, 98501963, 193035196, 7380439, 187046041]
[93013133, 79078986, 27477927, 85043021, 236177433, 173425221]
[93013133, 79078986, 20365635, 126967462, 179682725, 3824543]
[93013133, 79078986, 27477927, 85043021, 84166967, 105225244]
[93013133, 79078986, 20365635, 126967462, 212189353]
[206045465, 25751687, 125958478, 194460356, 135388072, 196529631]
[93013133, 79078986, 20365635, 126967462, 179682725, 145995811]
[206045465, 237134557, 98501963, 193035196, 86116500, 119881932]
[206045465, 237134557, 98501963, 193035196, 127476587, 80505277]
[206045465, 237134557, 98501963, 193035196, 217614723, 155210133]
[93013133, 79078986, 27477927, 85043021, 236177433, 46722872]
[93013133, 79078986, 27477927, 85043021, 84166967, 107011836]
[206045465, 25751687, 125958478, 194460356, 135388072, 65631190]
[206045465, 237134557, 98501963, 193035196, 7380439, 91314641]
[93013133, 79078986, 27477927, 85043021, 236177433, 4470962]
[206045465, 237134557, 98501963, 193035196, 127476587, 50450406]
[93013133, 79078986, 20365635, 126967462, 179682725, 152804571]
[206045465, 237134557, 98501963, 193035196, 217614723, 98103697]
[206045465, 25751687, 125958478, 78296307, 75256724, 101258678]
[206045465, 237134557, 98501963, 193035196, 217614723, 16152834]
[206045465, 237134557, 98501963, 193035196, 217614723, 236540872]
[206045465, 237134557, 98501963, 193035196, 86116500, 109656290]
[206045465, 25751687, 125958478, 194460356, 135388072, 65193876]
[93013133, 79078986, 27477927, 85043021, 236177433, 170625112]
[206045465, 237134557, 98501963, 193035196, 217614723, 157486919]
[206045465, 25751687, 125958478, 78296307, 75256724, 68011630]
[93013133, 79078986, 20365635, 126967462, 179682725, 55893393]
[206045465, 237134557, 98501963, 193035196, 217614723, 240810137]
[93013133, 79078986, 27477927, 85043021, 236177433, 130034762]
[206045465, 25751687, 125958478, 78296307, 75256724, 134679324]
[93013133, 79078986, 27477927, 85043021, 236177433, 248116290]
[93013133, 79078986, 20365635, 126967462, 179682725, 209104149]
[206045465, 25751687, 125958478, 78296307, 75256724, 181320603]
[206045465, 25751687, 125958478, 194460356, 135388072, 101792567]
[206045465, 237134557, 98501963, 193035196, 217614723, 189904438]
[206045465, 237134557, 98501963, 193035196, 7380439, 138866555]
[93013133, 79078986, 20365635, 126967462, 174281711]
[93013133, 79078986, 27477927, 85043021, 84166967, 219057834]
[206045465, 237134557, 98501963, 193035196, 86116500, 30869924]
[93013133, 79078986, 27477927, 85043021, 84166967, 97798600]
[93013133, 79078986, 27477927, 85043021, 84166967, 212223305]
[206045465, 237134557, 98501963, 193035196, 217614723, 81246180]
[93013133, 79078986, 27477927, 85043021, 236177433, 192558605]
[206045465, 237134557, 98501963, 193035196, 86116500, 169026538]
[206045465, 25751687, 125958478, 78296307, 75256724, 173266807]
[206045465, 25751687, 125958478, 194460356, 135388072, 725175]
[93013133, 79078986, 27477927, 85043021, 84166967, 74399759]
[93013133, 79078986, 20365635, 126967462, 179682725, 16364101]
[93013133, 79078986, 27477927, 85043021, 84166967, 122399921]
[93013133, 79078986, 20365635, 126967462, 179682725, 133142680]
[206045465, 237134557, 98501963, 193035196, 217614723, 189922526]
[93013133, 79078986, 20365635, 126967462, 19889090]
[93013133, 79078986, 20365635, 126967462, 231556171]
[206045465, 237134557, 98501963, 193035196, 7380439, 5265752]
[206045465, 237134557, 98501963, 193035196, 86116500, 203116184]
[206045465, 237134557, 98501963, 193035196, 7380439, 213533123]
[206045465, 237134557, 98501963, 193035196, 7380439, 19292540]
[93013133, 79078986, 20365635, 126967462, 176494186]
[206045465, 237134557, 98501963, 193035196, 217614723, 154957743]
[206045465, 237134557, 98501963, 193035196, 86116500, 38209396]
[93013133, 79078986, 20365635, 126967462, 198620880]
[206045465, 237134557, 98501963, 193035196, 217614723, 149947308]
[206045465, 237134557, 98501963, 193035196, 7380439, 19078974]
[206045465, 237134557, 98501963, 193035196, 86116500, 60143683]
[206045465, 237134557, 98501963, 193035196, 86116500, 174709456]
[206045465, 237134557, 98501963, 193035196, 7380439, 209168583]
[206045465, 237134557, 98501963, 193035196, 217614723, 137602212]
[93013133, 79078986, 27477927, 85043021, 236177433, 137404288]
[206045465, 237134557, 98501963, 193035196, 7380439, 120085059]
[93013133, 79078986, 27477927, 85043021, 236177433, 17514100]
[93013133, 79078986, 20365635, 126967462, 155511968]
[93013133, 79078986, 20365635, 126967462, 179682725, 101718638]
[206045465, 237134557, 98501963, 193035196, 86116500, 33996557]
[206045465, 237134557, 98501963, 193035196, 86116500, 4416011]
[93013133, 79078986, 20365635, 126967462, 179682725, 211979052]
[206045465, 237134557, 98501963, 193035196, 7380439, 105280003]
[206045465, 25751687, 125958478, 78296307, 75256724, 9120718]
[206045465, 25751687, 125958478, 194460356, 135388072, 85105157]
[206045465, 237134557, 98501963, 193035196, 127476587, 180172994]
[206045465, 237134557, 98501963, 193035196, 217614723, 79798330]
[206045465, 25751687, 125958478, 78296307, 75256724, 206056233]
[206045465, 237134557, 98501963, 193035196, 86116500, 135134955]
[93013133, 79078986, 20365635, 126967462, 481008]
[206045465, 25751687, 125958478, 194460356, 135388072, 146473782]
[93013133, 79078986, 27477927, 85043021, 84166967, 219928175]
[93013133, 79078986, 20365635, 126967462, 213427678]
[206045465, 237134557, 98501963, 193035196, 86116500, 222383856]
[206045465, 237134557, 98501963, 193035196, 127476587, 83335006]
[93013133, 79078986, 20365635, 126967462, 179682725, 75396497]
[206045465, 237134557, 98501963, 193035196, 86116500, 197038660]
[93013133, 79078986, 20365635, 126967462, 46583604]
[206045465, 25751687, 125958478, 78296307, 75256724, 190918499]
[93013133, 79078986, 20365635, 126967462, 22649536]
[206045465, 25751687, 125958478, 78296307, 75256724, 58848380]
[93013133, 79078986, 20365635, 126967462, 131485632]
[206045465, 237134557, 98501963, 193035196, 217614723, 63637706]
[206045465, 237134557, 98501963, 193035196, 217614723, 78697239]
[206045465, 237134557, 98501963, 193035196, 7380439, 63645158]
[93013133, 79078986, 20365635, 126967462, 13199710]
[206045465, 25751687, 125958478, 78296307, 75256724, 27935551]
[206045465, 237134557, 98501963, 193035196, 217614723, 15116190]
[93013133, 79078986, 27477927, 85043021, 236177433, 136264829]
[93013133, 79078986, 20365635, 126967462, 78392954]
[206045465, 25751687, 125958478, 194460356, 135388072, 225245985]
[206045465, 25751687, 125958478, 194460356, 135388072, 88337745]
[206045465, 237134557, 98501963, 193035196, 86116500, 169684244]
[206045465, 25751687, 125958478, 78296307, 75256724, 223912525]
[93013133, 79078986, 27477927, 85043021, 84166967, 32143822]
[93013133, 79078986, 27477927, 85043021, 236177433, 44009577]
[93013133, 79078986, 20365635, 126967462, 146165574]
[206045465, 237134557, 98501963, 193035196, 127476587, 155021362]
[93013133, 79078986, 27477927, 85043021, 236177433, 135400709]
[206045465, 25751687, 125958478, 78296307, 75256724, 151409820]
[93013133, 79078986, 27477927, 85043021, 236177433, 205771477]
[93013133, 79078986, 20365635, 126967462, 179682725, 97416632]
[206045465, 237134557, 98501963, 193035196, 217614723, 246115008]
[206045465, 237134557, 98501963, 193035196, 217614723, 121065503]
[206045465, 25751687, 125958478, 194460356, 135388072, 32783426]
[93013133, 79078986, 20365635, 126967462, 179682725, 237718966]
[206045465, 237134557, 98501963, 193035196, 86116500, 240865836]
[206045465, 237134557, 98501963, 193035196, 7380439, 65613266]
[206045465, 25751687, 125958478, 78296307, 75256724, 97395040]
[206045465, 237134557, 98501963, 193035196, 86116500, 42282551]
[93013133, 79078986, 20365635, 126967462, 179682725, 186445040]
[206045465, 237134557, 98501963, 193035196, 127476587, 3121920]
[206045465, 237134557, 98501963, 193035196, 7380439, 141200095]
[206045465, 237134557, 98501963, 193035196, 127476587, 166844513]
[93013133, 79078986, 27477927, 85043021, 236177433, 78954399]
[206045465, 237134557, 98501963, 193035196, 86116500, 63239993]
[206045465, 237134557, 98501963, 193035196, 86116500, 144440656]
[206045465, 25751687, 125958478, 194460356, 135388072, 174764209]
[206045465, 237134557, 98501963, 193035196, 7380439, 138108327]
[93013133, 79078986, 20365635, 126967462, 208242114]
[206045465, 237134557, 98501963, 193035196, 7380439, 43860136]
[93013133, 79078986, 20365635, 126967462, 16689716]
[206045465, 237134557, 98501963, 193035196, 127476587, 173309786]
[206045465, 25751687, 125958478, 78296307, 75256724, 194370359]
[93013133, 79078986, 27477927, 85043021, 84166967, 108637353]
[93013133, 79078986, 27477927, 85043021, 236177433, 159268343]
[206045465, 237134557, 98501963, 193035196, 86116500, 191989245]
[93013133, 79078986, 27477927, 85043021, 236177433, 164594934]
[206045465, 237134557, 98501963, 193035196, 127476587, 173094341]
[93013133, 79078986, 20365635, 126967462, 179682725, 226472785]
[93013133, 79078986, 20365635, 126967462, 93625172]
[93013133, 79078986, 27477927, 85043021, 84166967, 104087280]
[93013133, 79078986, 20365635, 126967462, 93878873]
[206045465, 237134557, 98501963, 193035196, 217614723, 60083176]
[93013133, 79078986, 27477927, 85043021, 236177433, 70434889]
[206045465, 237134557, 98501963, 193035196, 127476587, 214338306]
[206045465, 25751687, 125958478, 194460356, 135388072, 45289254]
[206045465, 25751687, 125958478, 194460356, 135388072, 124320884]
[93013133, 79078986, 27477927, 85043021, 236177433, 240189725]
[206045465, 25751687, 125958478, 194460356, 135388072, 51165522]
[206045465, 237134557, 98501963, 193035196, 86116500, 151040331]
[93013133, 79078986, 20365635, 126967462, 179682725, 178957719]
[206045465, 237134557, 98501963, 193035196, 86116500, 215724918]
[206045465, 25751687, 125958478, 78296307, 75256724, 66456603]
[93013133, 79078986, 27477927, 85043021, 236177433, 59763045]
[206045465, 237134557, 98501963, 193035196, 217614723, 72012907]
[206045465, 237134557, 98501963, 193035196, 86116500, 189513931]
[206045465, 25751687, 125958478, 78296307, 75256724, 134993422]
[206045465, 237134557, 98501963, 193035196, 217614723, 94368921]
[206045465, 237134557, 98501963, 193035196, 127476587, 66009506]
[206045465, 237134557, 98501963, 193035196, 86116500, 87218525]
[93013133, 79078986, 27477927, 85043021, 84166967, 84755820]
[93013133, 79078986, 20365635, 126967462, 179682725, 8458341]
[93013133, 79078986, 27477927, 85043021, 84166967, 187617430]
[206045465, 25751687, 125958478, 194460356, 135388072, 97951336]
[93013133, 79078986, 27477927, 85043021, 84166967, 231160244]
[93013133, 79078986, 27477927, 85043021, 84166967, 185300514]
[93013133, 79078986, 20365635, 126967462, 35495289]
[206045465, 237134557, 98501963, 193035196, 86116500, 219237920]
[93013133, 79078986, 20365635, 126967462, 35079740]
[206045465, 237134557, 98501963, 193035196, 86116500, 12696367]
[93013133, 79078986, 27477927, 85043021, 84166967, 170443923]
[206045465, 237134557, 98501963, 193035196, 86116500, 177210851]
[206045465, 237134557, 98501963, 193035196, 217614723, 76585715]
[93013133, 79078986, 20365635, 126967462, 144224807]
[93013133, 79078986, 27477927, 85043021, 84166967, 83592864]
[206045465, 237134557, 98501963, 193035196, 86116500, 218139878]
[93013133, 79078986, 27477927, 85043021, 84166967, 48100884]
[93013133, 79078986, 27477927, 85043021, 236177433, 10034902]
[206045465, 237134557, 98501963, 193035196, 127476587, 177359675]
[93013133, 79078986, 20365635, 126967462, 179682725, 82986270]
[206045465, 237134557, 98501963, 193035196, 7380439, 221096998]
[93013133, 79078986, 27477927, 85043021, 84166967, 208799404]
[93013133, 79078986, 27477927, 85043021, 84166967, 180731509]
[93013133, 79078986, 27477927, 85043021, 236177433, 106593064]
[93013133, 79078986, 27477927, 85043021, 236177433, 60347643]
[206045465, 25751687, 125958478, 78296307, 75256724, 59338945]
[93013133, 79078986, 27477927, 85043021, 236177433, 78868472]
[206045465, 25751687, 125958478, 194460356, 135388072, 201704324]
[206045465, 237134557, 98501963, 193035196, 217614723, 40172610]
[206045465, 237134557, 98501963, 193035196, 7380439, 209882243]
[93013133, 79078986, 20365635, 126967462, 179682725, 163654640]
[206045465, 237134557, 98501963, 193035196, 86116500, 102439616]
[93013133, 79078986, 20365635, 126967462, 179682725, 199927082]
[206045465, 237134557, 98501963, 193035196, 7380439, 233645319]
[206045465, 237134557, 98501963, 193035196, 86116500, 193802205]
[206045465, 25751687, 125958478, 78296307, 75256724, 1733865]
[93013133, 79078986, 27477927, 85043021, 84166967, 98424449]
[93013133, 79078986, 20365635, 126967462, 179682725, 86945441]
[93013133, 79078986, 20365635, 126967462, 179682725, 98084939]
[93013133, 79078986, 20365635, 126967462, 179682725, 129473799]
[206045465, 237134557, 98501963, 193035196, 217614723, 133114389]
[93013133, 79078986, 27477927, 85043021, 236177433, 140750422]
[206045465, 237134557, 98501963, 193035196, 127476587, 2590257]
[206045465, 237134557, 98501963, 193035196, 86116500, 58487338]
[206045465, 25751687, 125958478, 78296307, 75256724, 193194882]
[93013133, 79078986, 20365635, 126967462, 179682725, 187919757]
[206045465, 237134557, 98501963, 193035196, 86116500, 240328182]
[93013133, 79078986, 20365635, 126967462, 179682725, 113609846]
[206045465, 237134557, 98501963, 193035196, 127476587, 163990561]
[93013133, 79078986, 27477927, 85043021, 84166967, 138861180]
[206045465, 25751687, 125958478, 194460356, 135388072, 135546062]
[93013133, 79078986, 20365635, 126967462, 110033792]
[206045465, 25751687, 125958478, 194460356, 135388072, 187026756]
[93013133, 79078986, 20365635, 126967462, 179682725, 147582296]
[206045465, 237134557, 98501963, 193035196, 86116500, 88967744]
[93013133, 79078986, 27477927, 85043021, 236177433, 66315160]
[93013133, 79078986, 20365635, 126967462, 8183490]
[93013133, 79078986, 20365635, 126967462, 62636962]
[93013133, 79078986, 27477927, 85043021, 236177433, 99968122]
[206045465, 237134557, 98501963, 193035196, 127476587, 133847155]
[93013133, 79078986, 20365635, 126967462, 179682725, 244942676]
[206045465, 25751687, 125958478, 78296307, 75256724, 49664896]
[206045465, 237134557, 98501963, 193035196, 86116500, 30254873]
[206045465, 25751687, 125958478, 78296307, 75256724, 242721640]
[206045465, 25751687, 125958478, 194460356, 135388072, 93947157]
[206045465, 237134557, 98501963, 193035196, 217614723, 62950782]
[93013133, 79078986, 20365635, 126967462, 179682725, 73442809]
[206045465, 25751687, 125958478, 194460356, 135388072, 13976741]
[93013133, 79078986, 27477927, 85043021, 84166967, 154515901]
[93013133, 79078986, 20365635, 126967462, 96887020]
[93013133, 79078986, 20365635, 126967462, 179682725, 85993103]
[206045465, 237134557, 98501963, 193035196, 7380439, 214875709]
[206045465, 237134557, 98501963, 193035196, 86116500, 21027424]
[93013133, 79078986, 20365635, 126967462, 179682725, 238141952]
[206045465, 237134557, 98501963, 193035196, 217614723, 24946971]
[93013133, 79078986, 20365635, 126967462, 137679103]
[206045465, 25751687, 125958478, 194460356, 135388072, 80925030]
[93013133, 79078986, 20365635, 126967462, 179682725, 107364825]
[206045465, 237134557, 98501963, 193035196, 86116500, 18081953]
[206045465, 25751687, 125958478, 194460356, 135388072, 96001433]
[93013133, 79078986, 27477927, 85043021, 84166967, 99348888]
[206045465, 237134557, 98501963, 193035196, 86116500, 161002918]
[206045465, 25751687, 125958478, 78296307, 75256724, 39203626]
[93013133, 79078986, 27477927, 85043021, 84166967, 98317962]
[206045465, 25751687, 125958478, 194460356, 135388072, 237822165]
[206045465, 237134557, 98501963, 193035196, 217614723, 114388366]
[206045465, 25751687, 125958478, 194460356, 135388072, 41988910]
[93013133, 79078986, 27477927, 85043021, 84166967, 116525532]
[93013133, 79078986, 27477927, 85043021, 236177433, 84791052]
[93013133, 79078986, 27477927, 85043021, 84166967, 62018867]
[206045465, 237134557, 98501963, 193035196, 86116500, 196702186]
[206045465, 237134557, 98501963, 193035196, 127476587, 51344455]
[93013133, 79078986, 27477927, 85043021, 84166967, 138524985]
[206045465, 237134557, 98501963, 193035196, 217614723, 111729830]
[206045465, 237134557, 98501963, 193035196, 127476587, 35864836]
[206045465, 237134557, 98501963, 193035196, 127476587, 95046701]
[206045465, 25751687, 125958478, 78296307, 75256724, 107591907]
[206045465, 237134557, 98501963, 193035196, 7380439, 86119795]
[93013133, 79078986, 20365635, 126967462, 179682725, 170270268]
[206045465, 237134557, 98501963, 193035196, 7380439, 32779861]
[206045465, 237134557, 98501963, 193035196, 7380439, 92262645]
[206045465, 237134557, 98501963, 193035196, 86116500, 41013818]
[93013133, 79078986, 20365635, 126967462, 179682725, 217455432]
[206045465, 237134557, 98501963, 193035196, 127476587, 18626431]
[93013133, 79078986, 27477927, 85043021, 236177433, 98266793]
[93013133, 79078986, 20365635, 126967462, 42963515]
[206045465, 25751687, 125958478, 78296307, 75256724, 81032468]
[206045465, 237134557, 98501963, 193035196, 7380439, 85548251]
[93013133, 79078986, 20365635, 126967462, 179682725, 237756349]
[206045465, 25751687, 125958478, 78296307, 75256724, 65693398]
[206045465, 237134557, 98501963, 193035196, 7380439, 36949887]
[206045465, 237134557, 98501963, 193035196, 86116500, 78216620]
[93013133, 79078986, 20365635, 126967462, 179682725, 75757804]
[206045465, 25751687, 125958478, 194460356, 135388072, 40487644]
[93013133, 79078986, 20365635, 126967462, 179682725, 167041758]
[206045465, 237134557, 98501963, 193035196, 7380439, 148712188]
[206045465, 237134557, 98501963, 193035196, 127476587, 166776123]
[206045465, 25751687, 125958478, 194460356, 135388072, 92898337]
[206045465, 25751687, 125958478, 78296307, 75256724, 91533765]
[93013133, 79078986, 27477927, 85043021, 236177433, 83870407]
[206045465, 237134557, 98501963, 193035196, 86116500, 117327207]
[206045465, 237134557, 98501963, 193035196, 127476587, 217732089]
[206045465, 237134557, 98501963, 193035196, 217614723, 14449781]
[206045465, 237134557, 98501963, 193035196, 127476587, 189534168]
[206045465, 237134557, 98501963, 193035196, 217614723, 90730698]
[93013133, 79078986, 27477927, 85043021, 84166967, 65699440]
[93013133, 79078986, 27477927, 85043021, 84166967, 151695952]
[206045465, 237134557, 98501963, 193035196, 7380439, 26804865]
[206045465, 237134557, 98501963, 193035196, 7380439, 165819313]
[93013133, 79078986, 27477927, 85043021, 84166967, 58174075]
[93013133, 79078986, 20365635, 126967462, 216404103]
[93013133, 79078986, 20365635, 126967462, 179682725, 6077532]
[93013133, 79078986, 20365635, 126967462, 179682725, 151728811]
[206045465, 237134557, 98501963, 193035196, 217614723, 156874113]
[206045465, 25751687, 125958478, 194460356, 135388072, 207941424]
[206045465, 237134557, 98501963, 193035196, 217614723, 79826712]
[206045465, 237134557, 98501963, 193035196, 127476587, 247881381]
[93013133, 79078986, 20365635, 126967462, 134643619]
[206045465, 237134557, 98501963, 193035196, 86116500, 198017800]
[206045465, 237134557, 98501963, 193035196, 217614723, 147855356]
[206045465, 25751687, 125958478, 78296307, 75256724, 223042586]
[93013133, 79078986, 27477927, 85043021, 236177433, 142966231]
[93013133, 79078986, 20365635, 126967462, 122929836]
