[93013133, 79078986, 20365635, 126967462]
[206045465, 237134557, 98501963, 192113851]
[206045465, 237134557, 150819137, 109197033, 61570093]
[206045465, 237134557, 150819137, 109197033, 92555996]
[206045465, 237134557, 98501963, 193706116]
[93013133, 79078986, 27477927, 151118393, 17047967]
[206045465, 25751687, 125958478, 78296307, 64052967]
[93013133, 79078986, 20365635, 126967462, 214849903]
[206045465, 25751687, 125958478, 78296307, 228335861]
[93013133, 79078986, 27477927, 146897913, 190718177]
[93013133, 79078986, 27477927, 151118393, 189478201]
[93013133, 79078986, 20365635, 126967462, 213361572]
[206045465, 237134557, 98501963, 170605314]
[93013133, 79078986, 27477927, 151118393, 85141625]
[206045465, 25751687, 125958478, 78296307, 206987302]
[206045465, 25751687, 125958478, 78296307, 84405439]
[206045465, 237134557, 98501963, 68215326]
[93013133, 79078986, 27477927, 151118393, 238821409]
[93013133, 79078986, 27477927, 151118393, 20597893]
[206045465, 237134557, 98501963, 192865077]
[93013133, 79078986, 27477927, 146897913, 207525385]
[206045465, 237134557, 98501963, 207930811]
[206045465, 237134557, 98501963, 193035196, 210001268]
[206045465, 25751687, 125958478, 194460356, 180658205]
[93013133, 79078986, 27477927, 151118393, 191119817]
[93013133, 79078986, 20365635, 126967462, 210000808]
[206045465, 25751687, 125958478, 78296307, 44273580]
[206045465, 25751687, 125958478, 78296307, 84360321]
[93013133, 79078986, 20365635, 126302347, 76834669]
[206045465, 237134557, 98501963, 193035196, 142988327]
[93013133, 79078986, 27477927, 151118393, 73582994]
[93013133, 79078986, 27477927, 146897913, 54307034]
[93013133, 79078986, 20365635, 126302347, 1226208]
[206045465, 25751687, 125958478, 194460356, 69814206]
[93013133, 79078986, 20365635, 126302347, 212925858]
[206045465, 25751687, 125958478, 194460356, 119126041]
[206045465, 25751687, 125958478, 78296307, 33529705]
[206045465, 237134557, 98501963, 91276181]
[93013133, 79078986, 27477927, 151118393, 4959665]
[206045465, 237134557, 98501963, 193035196, 163851112]
[206045465, 25751687, 125958478, 194460356, 22307349]
[93013133, 79078986, 27477927, 151118393, 212695337]
[93013133, 79078986, 20365635, 126967462, 113163909]
[93013133, 79078986, 27477927, 85043021, 119690645]
[206045465, 237134557, 98501963, 159998504]
[206045465, 25751687, 125958478, 194460356, 134001101]
[93013133, 79078986, 27477927, 151118393, 184072113]
[206045465, 25751687, 125958478, 78296307, 99387859]
[93013133, 79078986, 27477927, 146897913, 168045707]
[206045465, 25751687, 125958478, 194460356, 190389074]
[206045465, 25751687, 125958478, 194460356, 200248342]
[93013133, 79078986, 20365635, 126302347, 23247001]
[93013133, 79078986, 20365635, 126302347, 169545076]
[206045465, 237134557, 98501963, 84440734]
[93013133, 79078986, 20365635, 126967462, 121758204]
[206045465, 237134557, 98501963, 193035196, 235241278]
[93013133, 79078986, 27477927, 151118393, 85525407]
[93013133, 79078986, 27477927, 146897913, 204826734]
[93013133, 79078986, 27477927, 151118393, 194260787]
[206045465, 25751687, 125958478, 194460356, 195945298]
[93013133, 79078986, 20365635, 126302347, 15451101]
[93013133, 79078986, 20365635, 126302347, 94247224]
[206045465, 237134557, 98501963, 193035196, 143755844]
[206045465, 237134557, 98501963, 193035196, 231466382]
[206045465, 237134557, 98501963, 59671714]
[93013133, 79078986, 20365635, 126302347, 56744768]
[93013133, 79078986, 27477927, 146897913, 198650409]
[206045465, 25751687, 125958478, 194460356, 153263078]
[93013133, 79078986, 27477927, 151118393, 196001079]
[93013133, 79078986, 20365635, 126302347, 39385032]
[93013133, 79078986, 27477927, 151118393, 147507521]
[206045465, 25751687, 125958478, 194460356, 119061235]
[206045465, 237134557, 98501963, 105362287]
[93013133, 79078986, 27477927, 85043021, 72234378]
[93013133, 79078986, 27477927, 146897913, 207059109]
[206045465, 237134557, 98501963, 193035196, 149604736]
[93013133, 79078986, 27477927, 151118393, 196493087]
[206045465, 25751687, 125958478, 194460356, 63127615]
[93013133, 79078986, 20365635, 126967462, 169132480]
[206045465, 237134557, 150819137, 109197033, 40608835]
[206045465, 237134557, 98501963, 193035196, 131382214]
[206045465, 237134557, 98501963, 193035196, 53632204]
[93013133, 79078986, 27477927, 85043021, 132413036]
[93013133, 79078986, 27477927, 151118393, 77718979]
[93013133, 79078986, 20365635, 126967462, 49829442]
[206045465, 25751687, 125958478, 78296307, 212310673]
[206045465, 237134557, 98501963, 36427350]
[206045465, 237134557, 98501963, 193035196, 5835307]
[206045465, 237134557, 98501963, 193035196, 22595480]
[93013133, 79078986, 27477927, 146897913, 93568063]
[93013133, 79078986, 27477927, 151118393, 208773947]
[206045465, 237134557, 98501963, 86426140]
[206045465, 237134557, 98501963, 23317046]
[93013133, 79078986, 27477927, 146897913, 127425509]
[93013133, 79078986, 20365635, 126302347, 223416932]
[206045465, 25751687, 125958478, 78296307, 55692123]
[93013133, 79078986, 20365635, 126302347, 232100527]
[93013133, 79078986, 27477927, 146897913, 243592107]
[206045465, 25751687, 125958478, 194460356, 32609934]
[93013133, 79078986, 27477927, 85043021, 137809438]
[93013133, 79078986, 27477927, 85043021, 223747974]
[206045465, 237134557, 150819137, 109197033, 46989078]
[93013133, 79078986, 27477927, 146897913, 29661139]
[206045465, 25751687, 125958478, 194460356, 162285639]
[93013133, 79078986, 27477927, 151118393, 227591704]
[93013133, 79078986, 27477927, 151118393, 145064324]
[93013133, 79078986, 20365635, 126302347, 93814025]
[93013133, 79078986, 27477927, 146897913, 61454484]
[206045465, 237134557, 98501963, 193035196, 9562356]
[93013133, 79078986, 27477927, 85043021, 172637895]
[93013133, 79078986, 27477927, 146897913, 165468459]
[206045465, 25751687, 125958478, 78296307, 23723321]
[206045465, 25751687, 125958478, 194460356, 150508188]
[206045465, 237134557, 98501963, 193035196, 19985477]
[206045465, 237134557, 98501963, 193035196, 947848]
[93013133, 79078986, 27477927, 146897913, 44552648]
[206045465, 237134557, 98501963, 156997704]
[206045465, 25751687, 125958478, 194460356, 208277250]
[206045465, 237134557, 98501963, 104339652]
[206045465, 25751687, 125958478, 194460356, 187810740]
[93013133, 79078986, 27477927, 85043021, 40895134]
[206045465, 25751687, 125958478, 194460356, 134729324]
[206045465, 25751687, 125958478, 78296307, 79626416]
[93013133, 79078986, 27477927, 146897913, 157300654]
[93013133, 79078986, 27477927, 85043021, 155446830]
[206045465, 25751687, 125958478, 194460356, 118075247]
[206045465, 237134557, 98501963, 115515238]
[93013133, 79078986, 27477927, 146897913, 194660998]
[93013133, 79078986, 20365635, 126967462, 105543830]
[93013133, 79078986, 27477927, 85043021, 2071618]
[206045465, 25751687, 125958478, 194460356, 230422188]
[206045465, 237134557, 150819137, 109197033, 190141985]
[93013133, 79078986, 27477927, 151118393, 151461983]
[206045465, 237134557, 98501963, 91552703]
[206045465, 25751687, 125958478, 194460356, 198822006]
[206045465, 237134557, 98501963, 193035196, 229964345]
[206045465, 25751687, 125958478, 78296307, 91500245]
[206045465, 25751687, 125958478, 78296307, 136630432]
[206045465, 237134557, 98501963, 184257409]
[93013133, 79078986, 20365635, 126302347, 144362409]
[93013133, 79078986, 27477927, 85043021, 2518395]
[206045465, 237134557, 150819137, 109197033, 147061770]
[206045465, 237134557, 98501963, 36624915]
[93013133, 79078986, 20365635, 126967462, 225029912]
[93013133, 79078986, 27477927, 151118393, 137985543]
[93013133, 79078986, 27477927, 146897913, 99612999]
[93013133, 79078986, 27477927, 146897913, 97106427]
[93013133, 79078986, 27477927, 151118393, 187333355]
[93013133, 79078986, 20365635, 126967462, 33488969]
[206045465, 25751687, 125958478, 194460356, 192072663]
[93013133, 79078986, 27477927, 85043021, 48577557]
[93013133, 79078986, 27477927, 146897913, 221680907]
[93013133, 79078986, 20365635, 126302347, 227487950]
[93013133, 79078986, 20365635, 126967462, 198207338]
[93013133, 79078986, 20365635, 126302347, 200986009]
[93013133, 79078986, 27477927, 146897913, 182968686]
[206045465, 25751687, 125958478, 78296307, 152914032]
[93013133, 79078986, 20365635, 126967462, 2305563]
[206045465, 25751687, 125958478, 78296307, 96542121]
[93013133, 79078986, 27477927, 146897913, 171553374]
[206045465, 237134557, 150819137, 109197033, 150770749]
[206045465, 25751687, 125958478, 194460356, 107047670]
[206045465, 25751687, 125958478, 78296307, 174541764]
[206045465, 237134557, 98501963, 129158671]
[206045465, 25751687, 125958478, 194460356, 219437985]
[206045465, 237134557, 98501963, 193035196, 101596464]
[206045465, 237134557, 150819137, 109197033, 152074327]
[206045465, 25751687, 125958478, 78296307, 137201702]
[93013133, 79078986, 27477927, 85043021, 171337729]
[206045465, 237134557, 98501963, 186627091]
[93013133, 79078986, 27477927, 151118393, 98555486]
[206045465, 237134557, 98501963, 193035196, 154464694]
[93013133, 79078986, 20365635, 126302347, 102131350]
[93013133, 79078986, 27477927, 85043021, 22394893]
[93013133, 79078986, 27477927, 151118393, 220075136]
[93013133, 79078986, 27477927, 151118393, 93572580]
[206045465, 237134557, 98501963, 126041268]
[93013133, 79078986, 27477927, 146897913, 247976626]
[206045465, 237134557, 98501963, 193035196, 217614723]
[206045465, 237134557, 98501963, 193035196, 209406407]
[206045465, 237134557, 150819137, 109197033, 157839970]
[206045465, 25751687, 125958478, 194460356, 190191348]
[206045465, 237134557, 98501963, 144131072]
[93013133, 79078986, 27477927, 151118393, 202371758]
[206045465, 25751687, 125958478, 194460356, 197347301]
[206045465, 237134557, 98501963, 193035196, 89874110]
[93013133, 79078986, 20365635, 126967462, 140044201]
[93013133, 79078986, 27477927, 146897913, 92191404]
[206045465, 237134557, 98501963, 231235963]
[93013133, 79078986, 20365635, 126302347, 83041987]
[93013133, 79078986, 20365635, 126302347, 33466748]
[93013133, 79078986, 27477927, 151118393, 23396728]
[93013133, 79078986, 27477927, 151118393, 83224641]
[206045465, 237134557, 98501963, 175459123]
[206045465, 25751687, 125958478, 194460356, 50705961]
[206045465, 237134557, 98501963, 193035196, 154508025]
[206045465, 237134557, 150819137, 109197033, 576082]
[206045465, 25751687, 125958478, 194460356, 165351808]
[206045465, 25751687, 125958478, 78296307, 241129549]
[93013133, 79078986, 20365635, 126967462, 24402904]
[206045465, 237134557, 150819137, 109197033, 197033030]
[206045465, 25751687, 125958478, 194460356, 144195170]
[206045465, 25751687, 125958478, 194460356, 74513242]
[93013133, 79078986, 27477927, 146897913, 78859400]
[93013133, 79078986, 27477927, 146897913, 127209877]
[206045465, 25751687, 125958478, 194460356, 11011425]
[93013133, 79078986, 20365635, 126302347, 100153046]
[93013133, 79078986, 27477927, 151118393, 179576128]
[93013133, 79078986, 20365635, 126302347, 151142600]
[93013133, 79078986, 27477927, 146897913, 149507044]
[93013133, 79078986, 27477927, 85043021, 245193320]
[93013133, 79078986, 27477927, 151118393, 149856961]
[93013133, 79078986, 20365635, 126302347, 9574264]
[206045465, 25751687, 125958478, 78296307, 173240107]
[93013133, 79078986, 20365635, 126302347, 148505453]
[93013133, 79078986, 27477927, 85043021, 14709712]
[206045465, 237134557, 98501963, 65678856]
[206045465, 237134557, 98501963, 193035196, 21237931]
[206045465, 237134557, 150819137, 109197033, 73383498]
[93013133, 79078986, 27477927, 85043021, 188827116]
[93013133, 79078986, 27477927, 146897913, 134281929]
[93013133, 79078986, 20365635, 126302347, 116022639]
[206045465, 237134557, 150819137, 109197033, 104547958]
[206045465, 25751687, 125958478, 78296307, 180126257]
[93013133, 79078986, 27477927, 85043021, 143450062]
[206045465, 25751687, 125958478, 194460356, 25900219]
[206045465, 237134557, 98501963, 142503757]
[206045465, 25751687, 125958478, 78296307, 60484737]
[206045465, 25751687, 125958478, 194460356, 213514481]
[206045465, 237134557, 98501963, 59009067]
[93013133, 79078986, 27477927, 85043021, 95570583]
[93013133, 79078986, 27477927, 151118393, 188357840]
[93013133, 79078986, 20365635, 126967462, 168345066]
[93013133, 79078986, 20365635, 126967462, 130450647]
[206045465, 25751687, 125958478, 78296307, 124730773]
[206045465, 237134557, 98501963, 193035196, 48949762]
[206045465, 237134557, 98501963, 193035196, 115832154]
[206045465, 237134557, 98501963, 193035196, 77154703]
[206045465, 237134557, 150819137, 109197033, 164114678]
[93013133, 79078986, 27477927, 146897913, 85208063]
[93013133, 79078986, 27477927, 85043021, 125204406]
[206045465, 25751687, 125958478, 194460356, 236677139]
[93013133, 79078986, 20365635, 126967462, 197195164]
[93013133, 79078986, 27477927, 146897913, 218144028]
[93013133, 79078986, 27477927, 85043021, 175676088]
[93013133, 79078986, 20365635, 126302347, 223395168]
[206045465, 25751687, 125958478, 194460356, 246129621]
[93013133, 79078986, 27477927, 146897913, 217836511]
[206045465, 237134557, 98501963, 193035196, 74663729]
[206045465, 237134557, 150819137, 109197033, 222105084]
[206045465, 25751687, 125958478, 78296307, 94527790]
[206045465, 237134557, 98501963, 107090206]
[93013133, 79078986, 27477927, 85043021, 44234147]
[206045465, 237134557, 150819137, 109197033, 109792132]
[206045465, 25751687, 125958478, 194460356, 179678474]
[206045465, 237134557, 98501963, 29624750]
[93013133, 79078986, 20365635, 126967462, 124418000]
[93013133, 79078986, 27477927, 85043021, 139220984]
[93013133, 79078986, 20365635, 126302347, 32177423]
[206045465, 25751687, 125958478, 78296307, 22971107]
[93013133, 79078986, 20365635, 126302347, 66514076]
[206045465, 237134557, 98501963, 45736398]
[93013133, 79078986, 27477927, 146897913, 190438386]
[93013133, 79078986, 27477927, 85043021, 117976948]
[93013133, 79078986, 20365635, 126302347, 72749270]
[206045465, 237134557, 98501963, 193035196, 94766461]
[93013133, 79078986, 27477927, 85043021, 150318255]
[206045465, 237134557, 150819137, 109197033, 122619497]
[206045465, 237134557, 150819137, 109197033, 61798169]
[206045465, 237134557, 98501963, 193035196, 126017571]
[206045465, 237134557, 150819137, 109197033, 44652650]
[206045465, 25751687, 125958478, 194460356, 103866070]
[206045465, 237134557, 98501963, 193035196, 181746357]
[206045465, 25751687, 125958478, 78296307, 20267327]
[93013133, 79078986, 20365635, 126967462, 107468681]
[206045465, 237134557, 150819137, 109197033, 147653048]
[206045465, 237134557, 98501963, 193035196, 151771988]
[206045465, 237134557, 98501963, 193035196, 131921139]
[206045465, 237134557, 98501963, 193035196, 214545628]
[93013133, 79078986, 27477927, 85043021, 180946620]
[93013133, 79078986, 27477927, 151118393, 38496158]
[93013133, 79078986, 27477927, 146897913, 28858689]
[93013133, 79078986, 20365635, 126967462, 100994558]
[206045465, 237134557, 98501963, 87278134]
[93013133, 79078986, 20365635, 126967462, 80130669]
[93013133, 79078986, 27477927, 85043021, 46175711]
[93013133, 79078986, 20365635, 126967462, 102657261]
[206045465, 237134557, 98501963, 149135883]
[206045465, 237134557, 98501963, 193035196, 22997614]
[206045465, 237134557, 98501963, 243975237]
[93013133, 79078986, 27477927, 151118393, 29623250]
[93013133, 79078986, 27477927, 146897913, 66292943]
[93013133, 79078986, 20365635, 126967462, 63185507]
[206045465, 237134557, 98501963, 193445903]
[93013133, 79078986, 27477927, 146897913, 158983537]
[93013133, 79078986, 27477927, 146897913, 209353774]
[206045465, 237134557, 98501963, 193035196, 139777830]
[93013133, 79078986, 20365635, 126302347, 226359535]
[206045465, 25751687, 125958478, 194460356, 33548905]
[93013133, 79078986, 20365635, 126967462, 246498555]
[206045465, 25751687, 125958478, 78296307, 72634803]
[93013133, 79078986, 27477927, 151118393, 23823015]
[206045465, 237134557, 98501963, 204625776]
[206045465, 25751687, 125958478, 194460356, 63910319]
[93013133, 79078986, 27477927, 146897913, 106851416]
[206045465, 237134557, 98501963, 162548269]
[93013133, 79078986, 27477927, 85043021, 239518939]
[206045465, 237134557, 98501963, 193035196, 47936843]
[93013133, 79078986, 27477927, 146897913, 191214307]
[93013133, 79078986, 20365635, 126967462, 67455611]
[206045465, 237134557, 98501963, 193035196, 140337602]
[93013133, 79078986, 20365635, 126967462, 82511438]
[93013133, 79078986, 27477927, 85043021, 76041934]
[93013133, 79078986, 20365635, 126967462, 19438988]
[93013133, 79078986, 27477927, 151118393, 193891224]
[93013133, 79078986, 27477927, 151118393, 108310794]
[206045465, 237134557, 98501963, 248028796]
[206045465, 25751687, 125958478, 78296307, 146327369]
[93013133, 79078986, 27477927, 151118393, 65953705]
[93013133, 79078986, 27477927, 146897913, 55218582]
[93013133, 79078986, 27477927, 85043021, 233539000]
[93013133, 79078986, 27477927, 151118393, 37602753]
[206045465, 237134557, 98501963, 193035196, 103007253]
[93013133, 79078986, 27477927, 85043021, 244703372]
[93013133, 79078986, 27477927, 151118393, 214029568]
[93013133, 79078986, 27477927, 146897913, 230820694]
[206045465, 237134557, 150819137, 109197033, 108752647]
[93013133, 79078986, 27477927, 151118393, 113404418]
[206045465, 237134557, 98501963, 45277068]
[206045465, 25751687, 125958478, 194460356, 144661781]
[206045465, 237134557, 150819137, 109197033, 240959254]
[93013133, 79078986, 27477927, 85043021, 121293193]
[93013133, 79078986, 27477927, 151118393, 111743421]
[93013133, 79078986, 20365635, 126302347, 17989330]
[93013133, 79078986, 27477927, 151118393, 36338157]
[93013133, 79078986, 27477927, 151118393, 218749745]
[93013133, 79078986, 27477927, 151118393, 40079957]
[93013133, 79078986, 20365635, 126967462, 14303445]
[93013133, 79078986, 27477927, 151118393, 113060449]
[93013133, 79078986, 20365635, 126967462, 13623791]
[93013133, 79078986, 27477927, 146897913, 27141278]
[206045465, 25751687, 125958478, 194460356, 194966052]
[206045465, 25751687, 125958478, 194460356, 205969111]
[93013133, 79078986, 20365635, 126302347, 227839223]
[206045465, 25751687, 125958478, 194460356, 223365895]
[93013133, 79078986, 20365635, 126967462, 103230866]
[206045465, 237134557, 98501963, 58604295]
[93013133, 79078986, 27477927, 85043021, 68270228]
[206045465, 237134557, 150819137, 109197033, 164305142]
[206045465, 237134557, 150819137, 109197033, 189279964]
[93013133, 79078986, 20365635, 126302347, 11941404]
[206045465, 237134557, 98501963, 74112816]
[93013133, 79078986, 20365635, 126302347, 32788260]
[93013133, 79078986, 27477927, 151118393, 33607902]
[93013133, 79078986, 27477927, 85043021, 195551397]
[93013133, 79078986, 20365635, 126967462, 82629042]
[206045465, 25751687, 125958478, 194460356, 235471324]
[206045465, 25751687, 125958478, 78296307, 122671829]
[206045465, 25751687, 125958478, 78296307, 201013557]
[93013133, 79078986, 27477927, 151118393, 96186736]
[93013133, 79078986, 20365635, 126302347, 115459453]
[206045465, 237134557, 150819137, 109197033, 108377972]
[206045465, 25751687, 125958478, 194460356, 192928814]
[93013133, 79078986, 27477927, 146897913, 104245596]
[206045465, 237134557, 150819137, 109197033, 23080670]
[93013133, 79078986, 27477927, 146897913, 135275310]
[206045465, 237134557, 150819137, 109197033, 137610863]
[206045465, 237134557, 98501963, 167340299]
[93013133, 79078986, 20365635, 126967462, 13698367]
[206045465, 237134557, 98501963, 99995704]
[206045465, 237134557, 98501963, 62146151]
[93013133, 79078986, 20365635, 126967462, 88522021]
[93013133, 79078986, 27477927, 146897913, 153641984]
[93013133, 79078986, 27477927, 151118393, 83656454]
[93013133, 79078986, 27477927, 146897913, 163810927]
[93013133, 79078986, 27477927, 85043021, 6696449]
[206045465, 25751687, 125958478, 194460356, 3192375]
[206045465, 237134557, 150819137, 109197033, 105551817]
[206045465, 237134557, 98501963, 98162289]
[206045465, 237134557, 98501963, 193035196, 123602960]
[206045465, 25751687, 125958478, 78296307, 58057459]
[93013133, 79078986, 20365635, 126967462, 146435798]
[93013133, 79078986, 20365635, 126302347, 45941940]
[206045465, 237134557, 98501963, 193035196, 159023515]
[93013133, 79078986, 27477927, 151118393, 237853127]
[206045465, 25751687, 125958478, 194460356, 238400818]
[93013133, 79078986, 20365635, 126967462, 43700468]
[93013133, 79078986, 27477927, 85043021, 25944863]
[93013133, 79078986, 20365635, 126302347, 58384759]
[206045465, 25751687, 125958478, 78296307, 44246146]
[206045465, 237134557, 150819137, 109197033, 123826027]
[206045465, 237134557, 98501963, 103724087]
[206045465, 237134557, 98501963, 193035196, 218111687]
[93013133, 79078986, 27477927, 146897913, 19192268]
[93013133, 79078986, 27477927, 85043021, 103171740]
[206045465, 25751687, 125958478, 78296307, 112344267]
[206045465, 237134557, 98501963, 92143394]
[206045465, 25751687, 125958478, 194460356, 55872997]
[93013133, 79078986, 20365635, 126302347, 5052258]
[206045465, 25751687, 125958478, 78296307, 134654723]
[206045465, 237134557, 98501963, 193035196, 77001229]
[206045465, 237134557, 98501963, 193035196, 33562441]
[206045465, 25751687, 125958478, 78296307, 45236996]
[206045465, 25751687, 125958478, 78296307, 51231183]
[93013133, 79078986, 27477927, 85043021, 53798157]
[206045465, 237134557, 98501963, 151006701]
[93013133, 79078986, 20365635, 126967462, 44878381]
[206045465, 25751687, 125958478, 78296307, 1786102]
[206045465, 25751687, 125958478, 78296307, 157388496]
[93013133, 79078986, 20365635, 126302347, 12801596]
[206045465, 25751687, 125958478, 194460356, 241296129]
[93013133, 79078986, 27477927, 151118393, 168315415]
[206045465, 237134557, 98501963, 193035196, 184856193]
[206045465, 25751687, 125958478, 194460356, 160446958]
[93013133, 79078986, 27477927, 151118393, 64939176]
[93013133, 79078986, 27477927, 146897913, 193210503]
[93013133, 79078986, 27477927, 85043021, 195707181]
[93013133, 79078986, 20365635, 126967462, 26178399]
[93013133, 79078986, 20365635, 126967462, 28273135]
[93013133, 79078986, 27477927, 85043021, 5233475]
[206045465, 237134557, 98501963, 193035196, 54183874]
[206045465, 25751687, 125958478, 78296307, 44132671]
[93013133, 79078986, 27477927, 146897913, 57164437]
[206045465, 237134557, 150819137, 109197033, 104968110]
[206045465, 25751687, 125958478, 194460356, 147083685]
[206045465, 237134557, 98501963, 193035196, 37367664]
[206045465, 237134557, 98501963, 43470209]
[206045465, 237134557, 150819137, 109197033, 62481555]
[93013133, 79078986, 20365635, 126967462, 243272403]
[206045465, 237134557, 98501963, 193035196, 240679077]
[93013133, 79078986, 27477927, 146897913, 11143266]
[93013133, 79078986, 20365635, 126302347, 247959852]
[93013133, 79078986, 20365635, 126302347, 70093874]
[206045465, 25751687, 125958478, 78296307, 5916141]
[93013133, 79078986, 27477927, 151118393, 86888280]
[206045465, 25751687, 125958478, 194460356, 241336746]
[93013133, 79078986, 27477927, 146897913, 240390761]
[93013133, 79078986, 27477927, 85043021, 79384989]
[93013133, 79078986, 27477927, 151118393, 190315958]
[93013133, 79078986, 20365635, 126967462, 150496517]
[93013133, 79078986, 27477927, 146897913, 71285269]
[206045465, 25751687, 125958478, 194460356, 50109080]
[93013133, 79078986, 27477927, 151118393, 225974306]
[206045465, 237134557, 98501963, 69325827]
[206045465, 25751687, 125958478, 194460356, 23417041]
[93013133, 79078986, 27477927, 151118393, 18897452]
[206045465, 237134557, 98501963, 193035196, 127476587]
[93013133, 79078986, 20365635, 126967462, 89728521]
[206045465, 237134557, 98501963, 193035196, 231560093]
[206045465, 237134557, 98501963, 193035196, 19249689]
[206045465, 237134557, 150819137, 109197033, 89614513]
[93013133, 79078986, 20365635, 126967462, 142937862]
[206045465, 237134557, 98501963, 193995720]
[93013133, 79078986, 27477927, 151118393, 191577270]
[206045465, 237134557, 150819137, 109197033, 71809660]
[93013133, 79078986, 20365635, 126302347, 156897358]
[206045465, 237134557, 150819137, 109197033, 201136466]
[93013133, 79078986, 27477927, 146897913, 184930970]
[206045465, 25751687, 125958478, 194460356, 177911213]
[206045465, 237134557, 150819137, 109197033, 233530873]
[206045465, 237134557, 98501963, 193035196, 197014388]
[93013133, 79078986, 27477927, 85043021, 96618333]
[93013133, 79078986, 20365635, 126967462, 175790912]
[93013133, 79078986, 27477927, 146897913, 103282499]
[93013133, 79078986, 20365635, 126302347, 9044273]
[93013133, 79078986, 27477927, 85043021, 120090141]
[93013133, 79078986, 27477927, 151118393, 215371221]
[206045465, 25751687, 125958478, 194460356, 110111931]
[93013133, 79078986, 27477927, 85043021, 168935168]
[93013133, 79078986, 20365635, 126302347, 41711232]
[206045465, 237134557, 98501963, 176637248]
[93013133, 79078986, 20365635, 126302347, 158233799]
[206045465, 237134557, 98501963, 193035196, 91490397]
[93013133, 79078986, 27477927, 85043021, 155152391]
[93013133, 79078986, 27477927, 151118393, 182748413]
[93013133, 79078986, 27477927, 151118393, 83772006]
[206045465, 237134557, 98501963, 93975294]
[93013133, 79078986, 27477927, 146897913, 208970548]
[206045465, 25751687, 125958478, 194460356, 92605223]
[93013133, 79078986, 27477927, 85043021, 211865189]
[206045465, 25751687, 125958478, 78296307, 96138980]
[93013133, 79078986, 20365635, 126967462, 42927860]
[206045465, 237134557, 150819137, 109197033, 188163336]
[206045465, 237134557, 98501963, 193035196, 67425802]
[206045465, 237134557, 98501963, 57004457]
[206045465, 25751687, 125958478, 194460356, 217845528]
[206045465, 237134557, 98501963, 193035196, 186550671]
[93013133, 79078986, 27477927, 151118393, 125198872]
[206045465, 25751687, 125958478, 194460356, 114845662]
[93013133, 79078986, 20365635, 126302347, 42158741]
[206045465, 237134557, 98501963, 193035196, 75282671]
[93013133, 79078986, 20365635, 126967462, 59439325]
[93013133, 79078986, 27477927, 151118393, 241444516]
[206045465, 25751687, 125958478, 78296307, 18658340]
[93013133, 79078986, 20365635, 126302347, 169889755]
[206045465, 25751687, 125958478, 78296307, 140942484]
[93013133, 79078986, 27477927, 146897913, 148188417]
[206045465, 237134557, 150819137, 109197033, 61347090]
[206045465, 25751687, 125958478, 78296307, 214809883]
[93013133, 79078986, 27477927, 146897913, 3982399]
[206045465, 25751687, 125958478, 78296307, 108427927]
[206045465, 237134557, 150819137, 109197033, 89825386]
[93013133, 79078986, 27477927, 85043021, 226887359]
[93013133, 79078986, 20365635, 126967462, 126296029]
[206045465, 237134557, 98501963, 193035196, 164579469]
[206045465, 237134557, 98501963, 193035196, 229832293]
[206045465, 25751687, 125958478, 194460356, 1969211]
[206045465, 25751687, 125958478, 194460356, 206183694]
[93013133, 79078986, 27477927, 151118393, 201817155]
[206045465, 25751687, 125958478, 194460356, 120455910]
[206045465, 237134557, 98501963, 193035196, 33412389]
[206045465, 237134557, 150819137, 109197033, 129655006]
[93013133, 79078986, 27477927, 146897913, 159350092]
[93013133, 79078986, 27477927, 85043021, 233037554]
[93013133, 79078986, 20365635, 126302347, 224327040]
[206045465, 237134557, 98501963, 193035196, 77438387]
[93013133, 79078986, 27477927, 85043021, 14910461]
[206045465, 237134557, 98501963, 193035196, 99319804]
[206045465, 25751687, 125958478, 78296307, 176746089]
[206045465, 25751687, 125958478, 78296307, 186111819]
[93013133, 79078986, 20365635, 126302347, 61978695]
[206045465, 237134557, 150819137, 109197033, 94168593]
[206045465, 237134557, 150819137, 109197033, 27836948]
[93013133, 79078986, 27477927, 146897913, 74083317]
[206045465, 237134557, 98501963, 193035196, 224561764]
[206045465, 25751687, 125958478, 78296307, 58873080]
[206045465, 237134557, 98501963, 50234482]
[93013133, 79078986, 20365635, 126302347, 247264145]
[93013133, 79078986, 20365635, 126302347, 68426366]
[206045465, 25751687, 125958478, 78296307, 62214614]
[93013133, 79078986, 20365635, 126967462, 87930462]
[93013133, 79078986, 27477927, 85043021, 74237118]
[206045465, 237134557, 150819137, 109197033, 12022310]
[93013133, 79078986, 27477927, 151118393, 14617137]
[206045465, 25751687, 125958478, 194460356, 44965167]
[206045465, 237134557, 150819137, 109197033, 29846387]
[93013133, 79078986, 27477927, 146897913, 89523319]
[93013133, 79078986, 27477927, 146897913, 103062547]
[93013133, 79078986, 20365635, 126967462, 134716961]
[206045465, 237134557, 98501963, 193035196, 73311856]
[206045465, 237134557, 98501963, 159079713]
[93013133, 79078986, 20365635, 126302347, 75104600]
[93013133, 79078986, 20365635, 126302347, 132291235]
[206045465, 25751687, 125958478, 194460356, 21868986]
[206045465, 25751687, 125958478, 78296307, 82105321]
[93013133, 79078986, 20365635, 126967462, 13285574]
[206045465, 237134557, 98501963, 166378960]
[206045465, 237134557, 98501963, 56956295]
[93013133, 79078986, 20365635, 126302347, 180168775]
[206045465, 25751687, 125958478, 78296307, 117593180]
