[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 166909107, 28473185, 50455199, 170889994]
[23352730, 176157657, 145969510, 246293864, 96999345]
[23352730, 119400816, 86172609, 108978886, 128430925]
[23352730, 176157657, 145969510, 246293864, 91649795]
[23352730, 176157657, 145969510, 219043633, 101485201]
[23352730, 119400816, 86172609, 205958532, 12638550]
[23352730, 176157657, 145969510, 219043633, 100321537]
[23352730, 176157657, 145969510, 246293864, 129674483]
[23352730, 176157657, 145969510, 246293864, 169937010]
[23352730, 176157657, 145969510, 219043633, 214124393]
[23352730, 166909107, 28473185, 50455199, 229997967]
[23352730, 79325002, 248242818, 128229141, 32929782]
[92371730, 165264122, 73616657, 64482174, 149871316]
[23352730, 166909107, 28473185, 50455199, 188102960]
[139546810, 239589720, 133551693, 97904270]
[23352730, 166909107, 28473185, 50455199, 215300205]
[139546810, 239589720, 133551693, 171629179]
[23352730, 119400816, 86172609, 205958532, 19771079]
[92371730, 165264122, 73616657, 64482174, 246199247]
[23352730, 166909107, 28473185, 50455199, 76714638]
[92371730, 165264122, 73616657, 64482174, 177649477]
[92371730, 165264122, 73616657, 64482174, 158324852]
[23352730, 119400816, 86172609, 108978886, 246030293]
[23352730, 79325002, 248242818, 128229141, 96092722]
[139546810, 239589720, 133551693, 220123294]
[92371730, 165264122, 73616657, 64482174, 106558402]
[23352730, 176157657, 145969510, 219043633, 178838358]
[23352730, 119400816, 86172609, 182731818, 153016400]
[92371730, 165264122, 73616657, 64482174, 75510323]
[23352730, 119400816, 202357487, 104076446]
[23352730, 119400816, 86172609, 182731818, 190192482]
[92371730, 165264122, 73616657, 64482174, 219235784]
[23352730, 119400816, 86172609, 205958532, 183075896]
[23352730, 119400816, 86172609, 108978886, 156349562]
[23352730, 166909107, 28473185, 50455199, 194607845]
[92371730, 165264122, 73616657, 64482174, 18674559]
[23352730, 79325002, 248242818, 128229141, 224119382]
[23352730, 119400816, 86172609, 205958532, 208426662]
[139546810, 239589720, 133551693, 8979023]
[23352730, 79325002, 248242818, 128229141, 104542652]
[23352730, 79325002, 248242818, 128229141, 137532575]
[23352730, 119400816, 86172609, 205958532, 40835026]
[23352730, 176157657, 145969510, 219043633, 89069498]
[23352730, 166909107, 28473185, 50455199, 89523834]
[23352730, 176157657, 145969510, 219043633, 26205991]
[23352730, 176157657, 145969510, 246293864, 65000534]
[23352730, 79325002, 248242818, 128229141, 189158016]
[23352730, 119400816, 86172609, 108978886, 158379847]
[23352730, 119400816, 86172609, 108978886, 216672305]
[23352730, 79325002, 248242818, 128229141, 57008618]
[139546810, 239589720, 133551693, 176706329]
[92371730, 165264122, 73616657, 64482174, 50102097]
[23352730, 119400816, 86172609, 108978886, 177386669]
[23352730, 176157657, 145969510, 219043633, 22001133]
[23352730, 119400816, 86172609, 182731818, 39333613]
[23352730, 119400816, 86172609, 108978886, 192720722]
[23352730, 119400816, 86172609, 108978886, 113880690]
[23352730, 119400816, 86172609, 108978886, 175383658]
[23352730, 119400816, 86172609, 108978886, 110910470]
[139546810, 239589720, 133551693, 65013714]
[23352730, 119400816, 86172609, 182731818, 135420070]
[23352730, 119400816, 86172609, 108978886, 146060793]
[92371730, 165264122, 73616657, 64482174, 132578798]
[23352730, 176157657, 145969510, 246293864, 132742642]
[23352730, 176157657, 145969510, 246293864, 162836288]
[23352730, 119400816, 86172609, 205958532, 34927894]
[23352730, 176157657, 145969510, 219043633, 218489042]
[23352730, 119400816, 86172609, 182731818, 82648621]
[23352730, 166909107, 28473185, 50455199, 240931912]
[23352730, 79325002, 248242818, 128229141, 78633340]
[23352730, 176157657, 145969510, 246293864, 37578121]
[23352730, 176157657, 145969510, 219043633, 154031141]
[139546810, 239589720, 133551693, 99747863]
[23352730, 176157657, 145969510, 246293864, 238342142]
[23352730, 176157657, 145969510, 246293864, 40446123]
[23352730, 176157657, 145969510, 219043633, 54112328]
[23352730, 166909107, 28473185, 50455199, 223849304]
[23352730, 119400816, 86172609, 182731818, 231030950]
[92371730, 165264122, 73616657, 64482174, 125037541]
[23352730, 176157657, 145969510, 219043633, 9979612]
[23352730, 119400816, 86172609, 108978886, 141774134]
[139546810, 239589720, 133551693, 188813468]
[139546810, 239589720, 133551693, 215740671]
[23352730, 119400816, 202357487, 41452413]
[23352730, 79325002, 248242818, 128229141, 46801224]
[23352730, 166909107, 28473185, 50455199, 15167999]
[23352730, 176157657, 145969510, 246293864, 95590977]
[23352730, 176157657, 145969510, 219043633, 113101823]
[23352730, 176157657, 145969510, 246293864, 57918163]
[23352730, 176157657, 145969510, 219043633, 10369691]
[23352730, 119400816, 86172609, 108978886, 84082909]
[23352730, 119400816, 202357487, 48069725]
[23352730, 119400816, 86172609, 182731818, 143653731]
[23352730, 176157657, 145969510, 246293864, 116449144]
[92371730, 165264122, 73616657, 64482174, 242676932]
[23352730, 79325002, 248242818, 128229141, 208892269]
[139546810, 239589720, 133551693, 29006790]
[23352730, 119400816, 202357487, 115763839]
[23352730, 119400816, 86172609, 205958532, 157472041]
[23352730, 119400816, 202357487, 203323488]
[92371730, 165264122, 73616657, 64482174, 125398197]
[23352730, 166909107, 28473185, 50455199, 27805480]
[23352730, 119400816, 86172609, 108978886, 169272902]
[23352730, 79325002, 248242818, 128229141, 229664690]
[139546810, 239589720, 133551693, 37205245]
[23352730, 166909107, 28473185, 50455199, 131809806]
[23352730, 176157657, 145969510, 246293864, 125798593]
[23352730, 119400816, 202357487, 174306288]
[23352730, 119400816, 86172609, 108978886, 123551426]
[139546810, 239589720, 133551693, 167792991]
[23352730, 176157657, 145969510, 246293864, 164015529]
[92371730, 165264122, 73616657, 64482174, 144195392]
[23352730, 79325002, 248242818, 128229141, 54278400]
[23352730, 79325002, 248242818, 128229141, 242868894]
[139546810, 239589720, 133551693, 134873269]
[23352730, 119400816, 86172609, 182731818, 71122779]
[23352730, 79325002, 248242818, 128229141, 4310578]
[139546810, 239589720, 133551693, 101113663]
[23352730, 166909107, 28473185, 50455199, 202909556]
[23352730, 119400816, 86172609, 182731818, 53886319]
[23352730, 79325002, 248242818, 128229141, 177075768]
[23352730, 119400816, 86172609, 108978886, 170837553]
[23352730, 119400816, 202357487, 61823165]
[23352730, 176157657, 145969510, 246293864, 147090668]
[23352730, 176157657, 145969510, 219043633, 189278525]
[92371730, 165264122, 73616657, 64482174, 98908872]
[23352730, 119400816, 86172609, 182731818, 62519471]
[23352730, 119400816, 86172609, 205958532, 30718436]
[23352730, 119400816, 86172609, 108978886, 227739858]
[23352730, 119400816, 86172609, 182731818, 126916367]
[23352730, 119400816, 86172609, 205958532, 228550535]
[23352730, 176157657, 145969510, 246293864, 152486526]
[23352730, 119400816, 86172609, 182731818, 223623015]
[23352730, 79325002, 248242818, 128229141, 126906744]
[23352730, 119400816, 202357487, 71024327]
[23352730, 119400816, 86172609, 108978886, 164816314]
[23352730, 176157657, 145969510, 246293864, 85995390]
[23352730, 119400816, 202357487, 193010918]
[23352730, 119400816, 86172609, 205958532, 43207692]
[23352730, 176157657, 145969510, 246293864, 116000164]
[139546810, 239589720, 133551693, 232737066]
[23352730, 176157657, 145969510, 219043633, 7662077]
[23352730, 119400816, 202357487, 206215645]
[23352730, 176157657, 145969510, 219043633, 185960008]
[23352730, 79325002, 248242818, 128229141, 149412912]
[23352730, 166909107, 28473185, 50455199, 112421024]
[23352730, 119400816, 86172609, 205958532, 223408356]
[23352730, 79325002, 248242818, 128229141, 159960129]
[23352730, 79325002, 248242818, 128229141, 67936133]
[23352730, 79325002, 248242818, 128229141, 165993343]
[23352730, 176157657, 145969510, 219043633, 116725932]
[23352730, 166909107, 28473185, 50455199, 244608370]
[23352730, 119400816, 202357487, 32228860]
[23352730, 119400816, 202357487, 44118475]
[23352730, 176157657, 145969510, 219043633, 90144919]
[23352730, 176157657, 145969510, 219043633, 84087012]
[23352730, 119400816, 86172609, 182731818, 77036169]
[23352730, 119400816, 86172609, 182731818, 208068961]
[23352730, 119400816, 86172609, 182731818, 37820634]
[92371730, 165264122, 73616657, 64482174, 173729021]
[92371730, 165264122, 73616657, 64482174, 156001796]
[139546810, 239589720, 133551693, 220161476]
[23352730, 176157657, 145969510, 219043633, 29391513]
[23352730, 176157657, 145969510, 246293864, 83789075]
[139546810, 239589720, 133551693, 94940137]
[23352730, 79325002, 248242818, 128229141, 43084145]
[23352730, 79325002, 248242818, 128229141, 207153617]
[23352730, 79325002, 248242818, 128229141, 16406231]
[23352730, 79325002, 248242818, 128229141, 27630338]
[139546810, 239589720, 133551693, 151889016]
[23352730, 176157657, 145969510, 246293864, 247722621]
[92371730, 165264122, 73616657, 64482174, 117747215]
[92371730, 165264122, 73616657, 64482174, 15199121]
[23352730, 119400816, 86172609, 205958532, 133822603]
[23352730, 166909107, 28473185, 50455199, 148648781]
[92371730, 165264122, 73616657, 64482174, 151863304]
[23352730, 119400816, 86172609, 182731818, 98100740]
[23352730, 79325002, 248242818, 128229141, 130022717]
[23352730, 119400816, 86172609, 108978886, 176939431]
[23352730, 119400816, 86172609, 182731818, 99924991]
[23352730, 166909107, 28473185, 50455199, 176602509]
[23352730, 79325002, 248242818, 128229141, 25812960]
[23352730, 79325002, 248242818, 128229141, 157549894]
[23352730, 119400816, 86172609, 108978886, 177059996]
[23352730, 119400816, 86172609, 182731818, 79707687]
[23352730, 176157657, 145969510, 219043633, 114543782]
[23352730, 119400816, 86172609, 205958532, 20567825]
[23352730, 176157657, 145969510, 219043633, 44476822]
[23352730, 166909107, 28473185, 50455199, 238452371]
[23352730, 119400816, 86172609, 108978886, 47159464]
[23352730, 119400816, 86172609, 108978886, 191851276]
[23352730, 119400816, 202357487, 244426962]
[23352730, 176157657, 145969510, 246293864, 112451202]
[23352730, 166909107, 28473185, 50455199, 110971270]
[92371730, 165264122, 73616657, 64482174, 164605697]
[23352730, 119400816, 202357487, 218961569]
[23352730, 119400816, 86172609, 205958532, 92083040]
[23352730, 166909107, 28473185, 50455199, 151242794]
[23352730, 119400816, 202357487, 88868342]
[139546810, 239589720, 133551693, 46080564]
[139546810, 239589720, 133551693, 66125823]
[23352730, 119400816, 86172609, 205958532, 4594227]
[23352730, 119400816, 86172609, 182731818, 198206752]
[23352730, 176157657, 145969510, 246293864, 171691540]
[23352730, 166909107, 28473185, 50455199, 174907375]
[23352730, 119400816, 86172609, 182731818, 147231176]
[92371730, 165264122, 73616657, 64482174, 166973753]
[92371730, 165264122, 73616657, 64482174, 191059578]
[23352730, 119400816, 202357487, 218800349]
[92371730, 165264122, 73616657, 64482174, 153617738]
[23352730, 166909107, 28473185, 50455199, 143134908]
[23352730, 176157657, 145969510, 246293864, 33958145]
[139546810, 239589720, 133551693, 244473257]
[23352730, 119400816, 86172609, 182731818, 233367449]
[23352730, 119400816, 86172609, 108978886, 144993420]
[92371730, 165264122, 73616657, 64482174, 142081166]
[23352730, 119400816, 202357487, 14974013]
[139546810, 239589720, 133551693, 45685008]
[92371730, 165264122, 73616657, 64482174, 95897435]
[23352730, 176157657, 145969510, 246293864, 142387968]
[23352730, 79325002, 248242818, 128229141, 179920646]
[23352730, 166909107, 28473185, 50455199, 37378543]
[23352730, 119400816, 86172609, 182731818, 20137254]
[23352730, 176157657, 145969510, 219043633, 109716051]
[23352730, 166909107, 28473185, 50455199, 147391068]
[92371730, 165264122, 73616657, 64482174, 182932461]
[23352730, 176157657, 145969510, 246293864, 111715775]
[23352730, 176157657, 145969510, 219043633, 201917760]
[23352730, 119400816, 86172609, 205958532, 112666207]
[23352730, 119400816, 86172609, 108978886, 50841816]
[23352730, 119400816, 86172609, 108978886, 18974857]
[23352730, 176157657, 145969510, 219043633, 114316972]
[23352730, 119400816, 86172609, 182731818, 15166981]
[23352730, 119400816, 202357487, 4151170]
[92371730, 165264122, 73616657, 64482174, 136965282]
[23352730, 79325002, 248242818, 128229141, 208520241]
[23352730, 119400816, 86172609, 108978886, 144711464]
[23352730, 176157657, 145969510, 219043633, 132278605]
[23352730, 166909107, 28473185, 50455199, 52196403]
[23352730, 119400816, 86172609, 182731818, 195992663]
[23352730, 119400816, 86172609, 205958532, 108923988]
[23352730, 119400816, 86172609, 108978886, 119437063]
[23352730, 119400816, 86172609, 182731818, 173431731]
[23352730, 119400816, 86172609, 182731818, 193405434]
[23352730, 166909107, 28473185, 50455199, 226917540]
[23352730, 166909107, 28473185, 50455199, 230354745]
[23352730, 176157657, 145969510, 246293864, 12864616]
[139546810, 239589720, 133551693, 91672720]
[23352730, 119400816, 86172609, 205958532, 172175226]
[92371730, 165264122, 73616657, 64482174, 242851892]
[23352730, 176157657, 145969510, 219043633, 231613631]
[23352730, 119400816, 202357487, 144566262]
[23352730, 119400816, 86172609, 205958532, 233733564]
[23352730, 119400816, 86172609, 108978886, 230832851]
[23352730, 176157657, 145969510, 219043633, 106021002]
[92371730, 165264122, 73616657, 64482174, 217930411]
[23352730, 119400816, 86172609, 205958532, 235519138]
[23352730, 119400816, 86172609, 205958532, 148447789]
[23352730, 119400816, 86172609, 108978886, 126815560]
[23352730, 176157657, 145969510, 246293864, 18934368]
[23352730, 176157657, 145969510, 219043633, 8516200]
[23352730, 79325002, 248242818, 128229141, 87746664]
[23352730, 166909107, 28473185, 50455199, 247798392]
[92371730, 165264122, 73616657, 64482174, 200838932]
[23352730, 119400816, 86172609, 108978886, 7913085]
[23352730, 176157657, 145969510, 219043633, 58303415]
[92371730, 165264122, 73616657, 64482174, 121765298]
[23352730, 176157657, 145969510, 246293864, 60153180]
[139546810, 239589720, 133551693, 108240535]
[23352730, 79325002, 248242818, 128229141, 73200885]
[23352730, 119400816, 86172609, 182731818, 160963291]
[92371730, 165264122, 73616657, 64482174, 245844763]
[23352730, 119400816, 202357487, 92305437]
[23352730, 119400816, 86172609, 108978886, 194342031]
[23352730, 119400816, 86172609, 205958532, 136749099]
[92371730, 165264122, 73616657, 64482174, 31479869]
[23352730, 119400816, 86172609, 182731818, 54088677]
[23352730, 176157657, 145969510, 219043633, 142770761]
[23352730, 79325002, 248242818, 128229141, 219131602]
[23352730, 119400816, 86172609, 205958532, 186977247]
[23352730, 119400816, 86172609, 182731818, 248705292]
[23352730, 119400816, 202357487, 240206943]
[92371730, 165264122, 73616657, 64482174, 23767690]
[139546810, 239589720, 133551693, 208486145]
[23352730, 176157657, 145969510, 219043633, 163657514]
[23352730, 119400816, 202357487, 154685032]
[23352730, 176157657, 145969510, 219043633, 92018513]
[23352730, 119400816, 86172609, 182731818, 86527477]
[23352730, 119400816, 86172609, 108978886, 170676133]
[23352730, 79325002, 248242818, 128229141, 87466724]
[23352730, 119400816, 86172609, 108978886, 37951841]
[23352730, 176157657, 145969510, 246293864, 71763078]
[139546810, 239589720, 133551693, 187549147]
[23352730, 119400816, 202357487, 21018343]
[23352730, 176157657, 145969510, 219043633, 98661055]
[23352730, 166909107, 28473185, 50455199, 6669559]
[23352730, 119400816, 202357487, 102143172]
[23352730, 119400816, 86172609, 108978886, 158513314]
[23352730, 119400816, 202357487, 244092880]
[92371730, 165264122, 73616657, 64482174, 37489162]
[23352730, 119400816, 86172609, 205958532, 215094421]
[23352730, 79325002, 248242818, 128229141, 70815086]
[139546810, 239589720, 133551693, 151726867]
[23352730, 166909107, 28473185, 50455199, 106120529]
[23352730, 119400816, 202357487, 9683523]
[139546810, 239589720, 133551693, 239257115]
[23352730, 176157657, 145969510, 219043633, 188915441]
[23352730, 176157657, 145969510, 219043633, 89190412]
[23352730, 79325002, 248242818, 128229141, 61760967]
[23352730, 119400816, 86172609, 182731818, 45907366]
[92371730, 165264122, 73616657, 64482174, 214989732]
[23352730, 119400816, 202357487, 176972354]
[23352730, 176157657, 145969510, 246293864, 6899250]
[139546810, 239589720, 133551693, 145213601]
[23352730, 176157657, 145969510, 246293864, 174006550]
[23352730, 119400816, 86172609, 205958532, 141473195]
[92371730, 165264122, 73616657, 64482174, 162480409]
[23352730, 176157657, 145969510, 219043633, 209318531]
[23352730, 79325002, 248242818, 128229141, 183215491]
[23352730, 119400816, 202357487, 74458418]
[23352730, 119400816, 86172609, 205958532, 5370324]
[23352730, 119400816, 86172609, 182731818, 6956604]
[23352730, 119400816, 86172609, 205958532, 108666953]
[23352730, 119400816, 202357487, 212402645]
[92371730, 165264122, 73616657, 64482174, 132112524]
[139546810, 239589720, 133551693, 30190064]
[139546810, 239589720, 133551693, 159535016]
[23352730, 166909107, 28473185, 50455199, 232090334]
[139546810, 239589720, 133551693, 23105791]
[23352730, 119400816, 202357487, 239172121]
[23352730, 166909107, 28473185, 50455199, 36649887]
[23352730, 119400816, 202357487, 46655872]
[23352730, 119400816, 202357487, 153295552]
[23352730, 119400816, 86172609, 205958532, 213435850]
[92371730, 165264122, 73616657, 64482174, 65016492]
[23352730, 166909107, 28473185, 50455199, 85573653]
[23352730, 79325002, 248242818, 128229141, 150579342]
[23352730, 176157657, 145969510, 219043633, 182127401]
[23352730, 166909107, 28473185, 50455199, 31204127]
[23352730, 166909107, 28473185, 50455199, 153550761]
[23352730, 176157657, 145969510, 219043633, 109661196]
[92371730, 165264122, 73616657, 64482174, 18911114]
[23352730, 119400816, 86172609, 108978886, 96305300]
[23352730, 79325002, 248242818, 128229141, 128507485]
[23352730, 176157657, 145969510, 219043633, 234971277]
[23352730, 119400816, 86172609, 182731818, 97902112]
[23352730, 119400816, 202357487, 49222066]
[23352730, 119400816, 86172609, 182731818, 12122628]
[23352730, 119400816, 86172609, 108978886, 172333447]
[23352730, 176157657, 145969510, 246293864, 209235180]
[23352730, 79325002, 248242818, 128229141, 199244283]
[92371730, 165264122, 73616657, 64482174, 170376686]
[23352730, 166909107, 28473185, 50455199, 51606980]
[23352730, 119400816, 86172609, 205958532, 47247066]
[23352730, 176157657, 145969510, 246293864, 186169221]
[92371730, 165264122, 73616657, 64482174, 46217228]
[23352730, 176157657, 145969510, 246293864, 67731551]
[23352730, 176157657, 145969510, 219043633, 222926126]
[23352730, 119400816, 86172609, 108978886, 79758780]
[23352730, 119400816, 202357487, 173014631]
[92371730, 165264122, 73616657, 64482174, 33016184]
[23352730, 119400816, 86172609, 108978886, 64463680]
[23352730, 176157657, 145969510, 219043633, 225484429]
[92371730, 165264122, 73616657, 64482174, 31746774]
[23352730, 119400816, 86172609, 205958532, 246813103]
[23352730, 176157657, 145969510, 246293864, 7887441]
[23352730, 119400816, 86172609, 182731818, 198868059]
[23352730, 119400816, 86172609, 108978886, 219654343]
[139546810, 239589720, 133551693, 104772443]
[23352730, 119400816, 86172609, 108978886, 46019086]
[23352730, 79325002, 248242818, 128229141, 1305347]
[23352730, 166909107, 28473185, 50455199, 177009350]
[23352730, 166909107, 28473185, 50455199, 118048258]
[23352730, 166909107, 28473185, 50455199, 18298640]
[23352730, 119400816, 86172609, 182731818, 15169449]
[23352730, 119400816, 86172609, 108978886, 52164154]
[23352730, 119400816, 86172609, 205958532, 31575483]
[23352730, 166909107, 28473185, 50455199, 76908636]
[23352730, 176157657, 145969510, 246293864, 28813567]
[139546810, 239589720, 133551693, 101245524]
[23352730, 119400816, 86172609, 205958532, 93352992]
[23352730, 119400816, 86172609, 182731818, 244996436]
[23352730, 119400816, 86172609, 205958532, 144553322]
[23352730, 119400816, 86172609, 108978886, 205364199]
[23352730, 176157657, 145969510, 219043633, 136593204]
[23352730, 119400816, 86172609, 182731818, 153508441]
[23352730, 119400816, 202357487, 209200246]
[139546810, 239589720, 133551693, 44200472]
[23352730, 119400816, 86172609, 108978886, 222315119]
[23352730, 79325002, 248242818, 128229141, 133515572]
[23352730, 79325002, 248242818, 128229141, 63133654]
[23352730, 166909107, 28473185, 50455199, 107339598]
[23352730, 119400816, 86172609, 205958532, 6676832]
[23352730, 119400816, 86172609, 182731818, 137944470]
[23352730, 119400816, 86172609, 182731818, 56799561]
[23352730, 166909107, 28473185, 50455199, 119436115]
[23352730, 119400816, 86172609, 205958532, 63391469]
[23352730, 119400816, 202357487, 222630497]
[23352730, 119400816, 202357487, 181958229]
[23352730, 176157657, 145969510, 219043633, 25913305]
[23352730, 166909107, 28473185, 50455199, 43984298]
[23352730, 79325002, 248242818, 128229141, 209524089]
[23352730, 166909107, 28473185, 50455199, 159071092]
[23352730, 79325002, 248242818, 128229141, 71595530]
[23352730, 119400816, 86172609, 108978886, 238411273]
[139546810, 239589720, 133551693, 122697]
[23352730, 119400816, 86172609, 182731818, 209591971]
[23352730, 176157657, 145969510, 246293864, 43614790]
[23352730, 166909107, 28473185, 50455199, 13811271]
[23352730, 119400816, 86172609, 108978886, 50338043]
[23352730, 119400816, 86172609, 108978886, 78907837]
[23352730, 119400816, 202357487, 126538117]
[23352730, 176157657, 145969510, 246293864, 109462092]
[23352730, 119400816, 86172609, 205958532, 179993255]
[23352730, 119400816, 86172609, 108978886, 10144352]
[23352730, 176157657, 145969510, 246293864, 212658219]
[23352730, 166909107, 28473185, 50455199, 216855051]
[92371730, 165264122, 73616657, 64482174, 135455932]
[92371730, 165264122, 73616657, 64482174, 128489986]
[23352730, 119400816, 86172609, 182731818, 234053403]
[23352730, 119400816, 86172609, 205958532, 224851335]
[23352730, 119400816, 202357487, 210063537]
[23352730, 119400816, 86172609, 182731818, 118098943]
[23352730, 119400816, 202357487, 19664635]
[139546810, 239589720, 133551693, 197975862]
[23352730, 176157657, 145969510, 219043633, 216203766]
[23352730, 176157657, 145969510, 246293864, 208771812]
[23352730, 119400816, 86172609, 205958532, 14128950]
[139546810, 239589720, 133551693, 23895929]
[23352730, 119400816, 86172609, 205958532, 208842206]
[23352730, 79325002, 248242818, 128229141, 114235491]
[23352730, 119400816, 202357487, 16309858]
[23352730, 166909107, 28473185, 50455199, 6531880]
[23352730, 176157657, 145969510, 219043633, 187189600]
[23352730, 79325002, 248242818, 128229141, 225782582]
[92371730, 165264122, 73616657, 64482174, 204314263]
[23352730, 176157657, 145969510, 219043633, 216949819]
[23352730, 176157657, 145969510, 246293864, 193361275]
[23352730, 119400816, 86172609, 108978886, 145417492]
[23352730, 166909107, 28473185, 50455199, 192546788]
[23352730, 119400816, 86172609, 108978886, 238608861]
[139546810, 239589720, 133551693, 102117]
[23352730, 176157657, 145969510, 219043633, 146083678]
[23352730, 119400816, 86172609, 205958532, 141726767]
[23352730, 119400816, 86172609, 108978886, 30164196]
[23352730, 119400816, 86172609, 108978886, 90859641]
[139546810, 239589720, 133551693, 241292236]
[23352730, 176157657, 145969510, 219043633, 179550804]
[23352730, 119400816, 86172609, 182731818, 173847871]
[139546810, 239589720, 133551693, 63209863]
[92371730, 165264122, 73616657, 64482174, 138150207]
[23352730, 79325002, 248242818, 128229141, 147335397]
[23352730, 176157657, 145969510, 219043633, 49124466]
[23352730, 119400816, 86172609, 205958532, 217006968]
[23352730, 119400816, 202357487, 77140921]
[92371730, 165264122, 73616657, 64482174, 2330828]
[23352730, 119400816, 86172609, 205958532, 86892693]
[23352730, 119400816, 86172609, 182731818, 125028850]
[23352730, 119400816, 86172609, 205958532, 245207684]
[92371730, 165264122, 73616657, 64482174, 42095052]
[92371730, 165264122, 73616657, 64482174, 7514362]
[92371730, 165264122, 73616657, 64482174, 150976694]
[23352730, 79325002, 248242818, 128229141, 88613116]
[92371730, 165264122, 73616657, 64482174, 156328640]
[23352730, 119400816, 86172609, 108978886, 176043010]
[23352730, 119400816, 202357487, 149172766]
[23352730, 119400816, 86172609, 108978886, 69328952]
[23352730, 176157657, 145969510, 219043633, 181894449]
[23352730, 119400816, 86172609, 182731818, 47383197]
[139546810, 239589720, 133551693, 153515002]
[23352730, 79325002, 248242818, 128229141, 107558756]
[23352730, 119400816, 86172609, 108978886, 165481131]
[23352730, 79325002, 248242818, 128229141, 73328324]
[139546810, 239589720, 133551693, 39730180]
[92371730, 165264122, 73616657, 64482174, 153834716]
[23352730, 79325002, 248242818, 128229141, 222940724]
[23352730, 176157657, 145969510, 246293864, 184824328]
[23352730, 166909107, 28473185, 50455199, 248946703]
[23352730, 79325002, 248242818, 128229141, 189321288]
[23352730, 176157657, 145969510, 246293864, 124400996]
[23352730, 176157657, 145969510, 219043633, 37268555]
[139546810, 239589720, 133551693, 120460095]
[23352730, 119400816, 86172609, 205958532, 201093651]
[23352730, 166909107, 28473185, 50455199, 7787860]
[23352730, 119400816, 86172609, 182731818, 101459062]
[92371730, 165264122, 73616657, 64482174, 198259546]
[23352730, 176157657, 145969510, 219043633, 113170612]
[23352730, 79325002, 248242818, 128229141, 10992119]
[23352730, 119400816, 86172609, 205958532, 148019679]
[23352730, 176157657, 145969510, 246293864, 104383446]
[23352730, 119400816, 202357487, 102678950]
[23352730, 79325002, 248242818, 128229141, 13865238]
[23352730, 176157657, 145969510, 246293864, 68683262]
[92371730, 165264122, 73616657, 64482174, 220768321]
[23352730, 176157657, 145969510, 219043633, 114135395]
[23352730, 176157657, 145969510, 246293864, 59103663]
[23352730, 119400816, 86172609, 205958532, 96090581]
[23352730, 79325002, 248242818, 128229141, 173733815]
[23352730, 176157657, 145969510, 246293864, 64587856]
[23352730, 79325002, 248242818, 128229141, 157332604]
[23352730, 176157657, 145969510, 246293864, 241159179]
[23352730, 79325002, 248242818, 128229141, 162205816]
[23352730, 79325002, 248242818, 128229141, 245087695]
[23352730, 79325002, 248242818, 128229141, 100161841]
[23352730, 176157657, 145969510, 219043633, 245204459]
[23352730, 119400816, 86172609, 182731818, 135533682]
[23352730, 119400816, 86172609, 108978886, 144256306]
[23352730, 176157657, 145969510, 246293864, 218504029]
[23352730, 119400816, 202357487, 208796094]
[23352730, 119400816, 86172609, 205958532, 125250567]
[23352730, 176157657, 145969510, 246293864, 237656005]
[23352730, 176157657, 145969510, 219043633, 86167312]
[23352730, 119400816, 202357487, 4433257]
[23352730, 119400816, 86172609, 108978886, 220933697]
[23352730, 119400816, 86172609, 108978886, 3987700]
[23352730, 79325002, 248242818, 128229141, 186929163]
[23352730, 119400816, 86172609, 182731818, 106948716]
[23352730, 166909107, 28473185, 50455199, 33676413]
[23352730, 176157657, 145969510, 246293864, 207813131]
[23352730, 176157657, 145969510, 246293864, 145371547]
[23352730, 166909107, 28473185, 50455199, 230406970]
[23352730, 119400816, 86172609, 108978886, 121624481]
[23352730, 119400816, 202357487, 245911910]
[92371730, 165264122, 73616657, 64482174, 209677358]
[23352730, 166909107, 28473185, 50455199, 33979086]
[23352730, 79325002, 248242818, 128229141, 136042197]
[23352730, 119400816, 86172609, 205958532, 242627385]
[23352730, 166909107, 28473185, 50455199, 38478561]
[23352730, 119400816, 86172609, 108978886, 223458559]
[23352730, 119400816, 202357487, 180914891]
[23352730, 176157657, 145969510, 246293864, 195755183]
[23352730, 119400816, 86172609, 108978886, 182601922]
[23352730, 119400816, 86172609, 182731818, 215115664]
[23352730, 176157657, 145969510, 246293864, 80113705]
[23352730, 119400816, 86172609, 108978886, 122630872]
[139546810, 239589720, 133551693, 48471818]
[92371730, 165264122, 73616657, 64482174, 246568895]
[23352730, 119400816, 86172609, 182731818, 136338561]
[23352730, 119400816, 86172609, 205958532, 188951268]
[23352730, 176157657, 145969510, 219043633, 157777413]
[23352730, 176157657, 145969510, 219043633, 64599000]
[92371730, 165264122, 73616657, 64482174, 75946626]
[139546810, 239589720, 133551693, 98324426]
[23352730, 79325002, 248242818, 128229141, 130710097]
[23352730, 176157657, 145969510, 246293864, 91326854]
[23352730, 176157657, 145969510, 219043633, 23349226]
[23352730, 176157657, 145969510, 246293864, 64165140]
[23352730, 119400816, 86172609, 108978886, 229373149]
[23352730, 166909107, 28473185, 50455199, 184105926]
[23352730, 176157657, 145969510, 219043633, 211143450]
[23352730, 166909107, 28473185, 50455199, 195843666]
[23352730, 119400816, 86172609, 205958532, 3210844]
[23352730, 119400816, 86172609, 108978886, 199864864]
[23352730, 79325002, 248242818, 128229141, 48963893]
