[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 119016689, 1408344]
[121975721, 42062284, 19586029, 212970628, 190945423, 131867659, 172042741, 178470854]
[205972194, 61946850, 32802042, 172129796, 159489605, 146938079, 88916082, 41998022]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 182340270, 191775300]
[208401552, 123724305, 159653775, 183130483, 108753559, 66162920, 47954931, 41928872]
[211510271, 46724623, 74610054, 134915134, 147128739, 113065763, 219683349, 50790065]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 213290926]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 192888270, 184467591]
[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 235587586, 81240320]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 199084768]
[9953629, 27976225, 80861230, 216589261, 148342612, 193893317, 64556490, 198320478]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 78253472, 88670834]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 60005961]
[239554898, 105465088, 218365829, 203396497, 3343743, 195572807, 31860136, 163536870]
[76710225, 167739046, 165438592, 16815147, 19314675, 67169327, 39993770, 234539291]
[184452350, 117534910, 86206692, 212275701, 208750326, 49386487, 245196297, 212953788]
[219868898, 21390277, 239043661, 155644933, 41682843, 1128674, 35472097, 170056999]
[197930535, 234635560, 135700399, 208435667, 4115680, 182324748, 96097004, 53565594]
[139255779, 91820978, 191620793, 47012473, 225750785, 88967223, 239094009, 10984073]
[218542507, 27686776, 57877320, 136539700, 97624868, 119016653, 197292649, 108741720]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559]
[208401552, 123724305, 159653775, 168513786, 123512653, 194283566, 2000264, 216726886]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 222130721]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 234525365, 69555410]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 127218044, 235289415]
[139407978, 206633498, 73323566, 53428, 194035326, 156535945, 114958330]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 83409175, 48158304]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 1197720]
[128396256, 156921189, 237060631, 191130671, 154624531, 56079660, 183093982, 20931835]
[74329510, 124765354, 216119651, 120037485, 203664073, 176366338, 11896713, 210743932]
[181938804, 60690532, 76340025, 79775124, 216604709, 2299121, 1312870, 80028150]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 74789528]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 141904935, 80267881]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 148346510, 101114279]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 70820261, 211293446]
[10106479, 190143267, 31611117, 94571194, 21464962, 227007863, 62749061, 158287962]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 219278017, 63748750]
[239554898, 102907710, 132452821, 2713632, 132983796, 115658781]
[213112826, 25516838, 152287638, 224047741, 126628879, 136124568, 137618244, 27070300]
[170206712, 12111425, 214226545, 122121517, 34740807, 108803014, 149044151, 141069959]
[211804832, 138574305, 56455960, 132113199, 174281933, 55175359, 219157640, 177218327]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 106391102, 21453805]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 134786515]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 116016129, 115379209]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 233383642, 229900929]
[32676012, 195138918, 178653906, 248285279, 227104177, 67759704, 248963345, 15769621]
[210253789, 186269903, 135252581, 53641965, 141041636, 16802326, 20886005, 242800318]
[60417925, 159601639, 183311976, 179543640, 195441151, 208024229, 171994369, 41575363]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 224577809, 80770672]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 155592157, 41250476]
[245186357, 33815929, 81317813, 149728072, 110885945, 14809778, 12728812, 141081272]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 220997639]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 196657995]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 33142929, 152403663]
[204923669, 55371512, 158920153, 236699111, 117965505, 43533150, 240963946, 154424305]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 44079902]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 37216390, 218855614]
[104573498, 192955018, 133710613, 172965008, 169947045, 123941485, 241387583, 190090411]
[205226715, 161852671, 133516433, 129939351, 208152556, 78815679, 144812260, 160211075]
[208401552, 123724305, 159653775, 168513786, 123512653, 194283566, 2000264, 167885926]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 166467099, 144949445]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 68814962]
[243854923, 131996813, 143905498, 72933, 19201883, 178743729, 181305953, 141411466]
[239393237, 164714934, 224904743, 27314302, 105058071, 113362181, 15531678, 73112545]
[20195691, 76067494, 114991732, 206735211, 231887379, 171433935, 126679508, 194657361]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 59124616, 124586355]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 145033929, 19624607]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 248872991, 130702127]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 123889372, 36515701]
[245186357, 33815929, 81317813, 149728072, 110885945, 14809778, 12728812, 170965393]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 153875672, 225785602]
[139407978, 13422933, 168235173, 210659469, 192447928, 54492826, 174918398, 6544011]
[139407978, 206633498, 130022095, 143396415, 120793968, 224673103, 85258046]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 219278017, 57539988]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 37482702]
[211316160, 37095821, 218824995, 161132275, 123786967, 28672731, 202397427, 149083715]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 63783837, 75764596]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 76100093, 212318315]
[139255779, 117323211, 86191772, 75266315, 40127837, 160970938, 121896146, 182681859]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 76922724]
[115917063, 113950444, 190849006, 73131156, 194865902, 125256019, 60944883, 128369577]
[82212583, 193617759, 234025706, 196862795, 8436367, 34851820, 92541362, 69810584]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 87832916]
[139407978, 206633498, 73323566, 53428, 80990730, 107429998, 233395478]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 108745748, 162142662]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 91394014, 111742942]
[233262282, 231812234, 70075742, 146347049, 69813225, 132189716, 93035493, 147517271]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 212082330, 192295026]
[239554898, 102907710, 132452821, 8204304]
[112655291, 19209424, 78637201, 3582407, 3968327, 153564532, 210833957, 70090034]
[28939697, 83720688, 206122823, 229232565, 63268197, 133523617, 148888177, 40918332]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 125928528]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 84337456, 29468319]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 248872991, 120823511]
[245186357, 179224212, 177971497, 122788728, 120240893, 11475239, 163924075, 201423873]
[121975721, 42062284, 75194355, 13024942, 109495543, 51237109, 26191307, 186750948]
[219868898, 21390277, 239043661, 155644933, 41682843, 1128674, 224817426, 119741118]
[139407978, 206633498, 130022095, 143396415, 120793968, 156588412, 162864323]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 76100093, 237816261]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 17561640, 136046043]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 204488995]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 193157004, 145141709]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 167062461]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 143459642, 60231771]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 61953851, 103206000]
[74329510, 39112394, 1072059, 123327512, 191647261, 171617328, 225187315, 81027525]
[74329510, 39112394, 1072059, 123327512, 191647261, 171617328, 225187315, 4462715]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 219405238, 28673020]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 215029399, 182214365]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 244650893, 8587560]
[82212583, 193617759, 234025706, 196862795, 8436367, 66950703, 47274873, 76438684]
[245186357, 51214878, 45978248, 68718653, 53016227, 191344695, 144016071, 232671128]
[139255779, 10547589, 17697623, 184429220, 146187085, 111837316, 157126391, 186459977]
[205972194, 86177255, 137657541, 216106120, 180801689, 105694761, 228412029, 153292174]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 167567629]
[239393237, 164714934, 246715145, 218000020, 199364600, 193328772, 182464646, 188586331]
[10379212, 12391743, 5269103, 90783180, 145570068, 22217918, 127469427, 154127593]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 159966607, 54988916]
[111584673, 59739155, 89808464, 161531445, 244706660, 178814904, 176511467, 171735750]
[169313277, 113857410, 166293217, 24716354, 21977717, 213705628, 36369735, 210400197]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 119097658, 44618451]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 2669360, 150794226]
[32676012, 195138918, 178653906, 248285279, 227104177, 68561784, 97370335, 34314869]
[139255779, 117323211, 86191772, 82525022, 242989718, 164457399, 197774702, 93345173]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 121336262]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 9932112, 143101640]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 20053457]
[163813705, 243210101, 156158070, 49290041, 245410968, 172777468, 39310246, 11289441]
[239554898, 105465088, 125977636, 133536575, 99029981, 237833191, 39997797, 242093040]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 143247798, 230979658]
[211804832, 138574305, 56455960, 132113199, 174281933, 55175359, 219157640, 233987113]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 201125252, 181875948]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 51716883, 160984411]
[139407978, 206633498, 21411166, 124608406, 31227063, 134192796, 76586085]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 137482744, 117126105]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 70195875]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 53919000, 204244313]
[10379212, 12391743, 5269103, 90783180, 145570068, 22217918, 127469427, 45787595]
[74329510, 124765354, 216119651, 120037485, 203664073, 176366338, 11896713, 69822179]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 215665218]
[49986552, 151382489, 61990312, 150003870, 823073, 76054966, 20155528, 187077365]
[18782487, 180228062, 32306155, 109696314, 212918201, 217819108, 145895292, 193616373]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 14815283, 115925381]
[82205394, 222031531, 97617751, 152489962, 130177036, 235626745, 203717300, 80726838]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 154606583, 25631108]
[211510271, 40815467, 12295450, 74057130, 91055803, 192478629, 181692437, 117896912]
[28939697, 123364048, 231894319, 163193455, 123375749, 26146262, 56173904, 151354138]
[167539219, 192052900, 155852712, 6691973, 116591697, 207509037, 247521603, 11752218]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 224546669, 110239994]
[121975721, 42062284, 75194355, 13024942, 54895656, 169267710, 74755005, 66837903]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 69566121]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 128130972, 81340095]
[18782487, 180228062, 32306155, 8891987, 90798301, 83525893, 2923717, 195359054]
[141361673, 190697245, 163142798, 177099734, 231929783, 167202517, 150862424, 1115832]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 105139986, 167685134]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 213117893, 96097402]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 98184058, 132350087]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 49660219, 93107307]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 78746682, 103298530]
[181938804, 60690532, 76340025, 20984795, 32429535, 4153422, 152228334, 138537663]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 190957056, 193163530]
[245186357, 51214878, 85245345, 25727633, 248054215, 61536409, 231099322, 222130152]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 104119535, 115019940]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 19991745]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 192888270, 196271804]
[231488027, 32101784, 127865537, 154034083, 149148096, 67900545, 429140, 151923516]
[211510271, 40815467, 175548497, 2406097, 170068134, 40290002, 187190191, 87519256]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 4600084, 13401565]
[139407978, 206633498, 21411166, 124608406, 31227063, 134192796, 152598627]
[10106479, 190143267, 31611117, 94571194, 53877424, 22359978, 178930396, 169184295]
[141361673, 162202163, 126094098, 199663624, 205582678, 154786442, 58283846, 186133880]
[121690776, 115201947, 198483596, 183062049, 80283557, 145778538, 16133245, 232607457]
[211316160, 37095821, 218824995, 161132275, 123786967, 49437803, 194557961, 179978520]
[218542507, 27686776, 57877320, 242250743, 125087554, 224366383, 68031730, 137562704]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 17621670, 19463846]
[208401552, 123724305, 159653775, 183130483, 108753559, 66162920, 47954931, 222612995]
[141361673, 162202163, 65247730, 57642163, 92658966, 203579434, 11108974, 88171988]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 12178467]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 188876850, 63956849]
[245186357, 56476491, 21738255, 97185163, 192049182, 106803991, 67334813, 137606952]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 178498817, 126983235]
[139255779, 117323211, 86191772, 75266315, 78908643, 152936874, 209604389, 87407488]
[188932858, 122049085, 88071880, 148193554, 247541650, 132801562, 12265206, 164593212]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 182754356, 235778420]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 104119535, 235746455]
[239208748, 140345608, 11321520, 169990400, 29850833, 49461206, 212803061, 1293091]
[169492383, 134805362, 104463455, 61755331, 66674404, 202015519, 162932185, 92329433]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 93393267, 230357585]
[167539219, 192052900, 236091323, 232494744, 185999343, 121574567, 239636399, 68397435]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 32503265, 158005171]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 178178407]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 3346065, 142564291]
[139407978, 92142634, 167501510, 243494623, 150667653, 182747962, 223775285, 201648932]
[121975721, 42062284, 75194355, 13024942, 54895656, 169267710, 74755005, 147751772]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879, 108167907, 50743706]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 5119394]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 24587528]
[152865647, 34304426, 62534149, 180961701, 202283163, 235692508, 75635935, 61709642]
[211510271, 46724623, 74610054, 134915134, 147128739, 113065763, 219683349, 74527251]
[245186357, 104175749, 170891995, 212154307, 241205060, 93308425, 68617477, 185236828]
[239208748, 140345608, 11321520, 114795487, 98869557, 20525157, 172875608, 177651449]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 152054832, 51253779]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 20704196]
[117485685, 247239338, 58098803, 157858273, 62163854, 65760436, 77851035, 233057811]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 210616640]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 171007615, 108792446]
[10106479, 190143267, 242876210, 227693737, 83850004, 193860083, 51257456, 202142619]
[149835576, 242201754, 54858429, 191509134, 142982127, 229375765, 229566587, 96549723]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 66884890, 6402348]
[126015619, 3034421, 7944536, 230428064, 50385979, 209683862, 209962916, 229980766]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 71907600, 45573908]
[211804832, 138574305, 94342188, 23325149, 239267654, 118729104, 228865952, 170740826]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 118010844]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 100904977, 94588905]
[60417925, 96970598, 101872559, 31207063, 167968012, 222319566, 215564287, 83564690]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 47676435, 37590151]
[20649053, 38514294, 144814434, 103298105, 129326637, 240515479, 162832109, 84020804]
[121975721, 42062284, 75194355, 13024942, 109495543, 36709679, 37371350, 147729368]
[211510271, 46724623, 192930472, 208270295, 81120636, 83676351, 209989294, 23675711]
[10379212, 12391743, 5269103, 90783180, 145570068, 82750846, 232702524, 135558946]
[211510271, 46724623, 74610054, 134915134, 147128739, 113065763, 219683349, 76434987]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 128113399, 76900600]
[28939697, 123364048, 185338091, 38631798, 189340920, 97985219, 93613633, 25669538]
[22619776, 15424767, 239664794, 38863699, 238141909, 167137957, 246531559, 195618055]
[219868898, 21390277, 239043661, 155644933, 41682843, 1128674, 35472097, 97312627]
[181938804, 60690532, 76340025, 79775124, 216604709, 145159642, 194131985, 15922216]
[10106479, 190143267, 31611117, 94571194, 21464962, 227007863, 237184458, 232548223]
[188932858, 115146698, 234256803, 209034558, 230973685, 212255626, 31175619, 148508853]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 139990786]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 469009, 73174253]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 241725086, 172030730]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 183913652, 240213994]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 31544041, 84801227]
[49431804, 246457812, 177362205, 34762461, 184352530, 100771641, 163088416, 58852309]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 31797443]
[218542507, 210706211, 73665838, 242370252, 54360626, 138740800, 5218298, 191362489]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 78109577, 45471667]
[245186357, 104175749, 170891995, 92128647, 82767641, 203770970, 4854607, 60362603]
[245186357, 104175749, 170891995, 92128647, 82767641, 203770970, 4854607, 105642513]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 59928092, 176817496]
[117485685, 174210268, 64249836, 205389107, 50256916, 61854887, 200565095, 206811645]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 100904977, 229721685]
[211804832, 138574305, 56455960, 132113199, 84950288, 6210488, 92587405, 52711189]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 58871637, 42339185]
[205972194, 86177255, 137657541, 146101519, 155170494, 56151626, 128923372, 30103136]
[211510271, 46724623, 192930472, 208270295, 85754040, 52955785, 225646978, 23885145]
[139255779, 117323211, 86191772, 75266315, 147951920, 41201886, 169900992, 55182967]
[74329510, 39112394, 143983921, 14633437, 31883744, 64678772, 138369111, 211070356]
[10106479, 190143267, 242876210, 227693737, 83850004, 193860083, 212218320, 227651717]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 39470416]
[218542507, 27686776, 57877320, 242250743, 125087554, 47831521, 150946416, 9703960]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 35742531, 159010919]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092, 204453265, 127271635]
[213112826, 25516838, 8960197, 80019682, 108974184, 238793631, 148390383, 182221087]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 195360006, 206841180]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 213903995]
[28939697, 123364048, 231894319, 163193455, 123375749, 26146262, 56173904, 167140496]
[205972194, 61946850, 217597649, 241053092, 207493512, 95786447, 185105091, 102708665]
[245186357, 33815929, 81317813, 149728072, 110885945, 66745182, 71658269, 37440249]
[245186357, 104175749, 170891995, 212154307, 48930371, 147258838, 153837408, 17231724]
[245186357, 179224212, 67875021, 188951933, 2108929, 34376195, 196683164, 43817150]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 129976074]
[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 135683167, 26776304]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 79419958, 164180914]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 2034489, 49062552]
[181938804, 60690532, 76340025, 132436869, 12389413, 103116830, 21932610, 74959464]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 139993861, 151558362]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 239044916, 166637731]
[28939697, 123364048, 231894319, 163193455, 230091692, 37358558, 39653502, 127768822]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 137482744, 58220680]
[205972194, 61946850, 217597649, 241053092, 207493512, 204277405, 186595763, 232608342]
[233481409, 223580591, 238456769, 130830529, 120881427, 158355354, 53695680, 133391018]
[185021265, 120449815, 33146577, 203946957, 87519768, 164324799, 190890144, 21825597]
[169313277, 9510243, 54726766, 82023249, 180063763, 119146584, 219050698, 166445149]
[119048721, 189256057, 153933443, 137317665, 175104557, 199730692, 101752888, 44235964]
[139407978, 206633498, 73323566, 53428, 80990730, 107429998, 155434221]
[47163196, 31168336, 60807112, 55723275, 83762939, 172812114, 144504705, 110734539]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 119097658, 144228463]
[204923669, 50635880, 156536157, 126285967, 99210232, 42778964, 19312033, 203702678]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 8510440]
[211510271, 40815467, 12295450, 74057130, 91055803, 206864920, 29711219, 199017553]
[197930535, 234635560, 135700399, 208435667, 4115680, 182324748, 96097004, 129308063]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 46593768, 8065388]
[205226715, 6410317, 156606069, 650760, 179008295, 131073002, 239523798, 114132699]
[10106479, 190143267, 31611117, 94571194, 53877424, 54643499, 143126965, 232308891]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 241725086, 192271166]
[240973929, 83097505, 11728468, 155886915, 94389995, 100833039, 219592116, 221603953]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 65765412, 112778962]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 163203092]
[82205394, 222031531, 97617751, 7932852, 9760207, 24705163, 729487, 213812353]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 4600084, 171735879]
[245186357, 51214878, 45978248, 68718653, 53016227, 191344695, 115763779, 128101481]
[22619776, 15424767, 80304403, 83426752, 221613721, 207008051, 42015939, 39074247]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 96178698, 118875422]
[75857740, 82351932, 215992635, 214948612, 246690652, 187169141, 137052395, 5753618]
[245186357, 179224212, 177971497, 122788728, 120240893, 156194464, 37796243, 55504278]
[245186357, 56476491, 21738255, 97185163, 192049182, 106803991, 67334813, 64327625]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 19062108, 4154946]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 78863296]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 208514866]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 202765593]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 29405945, 105038919]
[108906837, 199773189, 190953520, 234574556, 115381386, 186868591, 127960373, 94560133]
[211316160, 37095821, 218824995, 2668282, 741655, 14291320, 179155912, 51266678]
[72760936, 3767875, 33619245, 132662969, 42248108, 54682127, 212542891, 113079398]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 17621670, 209004193]
[139407978, 206633498, 130022095, 143396415, 120793968, 206822114, 180700819]
[233262282, 231812234, 70075742, 146347049, 69813225, 239683731, 59921655, 165403396]
[169367494, 62025314, 17623635, 179294472, 217840414, 54532879, 144980942, 176997081]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 126506857, 207111601]
[195122300, 8092110, 93657706, 99431903, 106994832, 246536227, 6475822, 87590797]
[31297005, 54490622, 234779012, 62975425, 58718573, 113499629, 8616269, 163545807]
[108906837, 199773189, 71402764, 29015971, 65500133, 189348998, 189624129, 96905614]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 111493657, 17276531]
[74329510, 124765354, 49009538, 121122981, 200777138, 84966317, 164660846, 85559782]
[131161949, 182719904, 31830738, 163263028, 89837460, 182413557, 175932086, 213568547]
[106261171, 44990710, 84180592, 123440078, 138510609, 109030444, 143459642, 54411160]
[10106479, 70087705, 47329919, 126566423, 158179018, 72330446, 144392572, 47967009]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 98583787]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 246060140, 112059236]
[24231581, 15527440, 39151893, 166928330, 114300948, 171108697, 93969424, 86451673]
[231488027, 32101784, 127865537, 154034083, 149148096, 67900545, 48326258, 239601995]
[121975721, 42062284, 75194355, 13024942, 56865115, 181962296, 62297268, 86709091]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 239044916, 43300764]
[169367494, 62025314, 17623635, 73212051, 123572982, 188772699, 107185884, 20734269]
[141361673, 162202163, 126094098, 3400892, 211723192, 125356244, 94406621, 26651062]
[174915493, 10216631, 201309610, 189355295, 143980387, 153648847, 109025785, 231436357]
[231488027, 32101784, 127865537, 162281022, 129922855, 14126142, 145105429, 77391922]
[245186357, 33815929, 103613504, 131702159, 119824578, 244775085, 144832648, 165331023]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 147945084]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 57115912, 182146836]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 70777484]
[245186357, 33815929, 103613504, 131702159, 184089050, 67876529, 102057550, 27142620]
[28939697, 123364048, 185338091, 149308887, 5717218, 207121373, 42170617, 167282273]
[28939697, 114464836, 89076961, 35693389, 237194139, 23466909, 153875672, 227102470]
[104573498, 121415770, 149472192, 187891726, 102116478, 192853830, 129805433, 14985094]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 207797556]
[173377106, 227979404, 182624742, 133017748, 129440306, 146250908, 191726052, 113815355]
[117485685, 174210268, 64249836, 205389107, 50256916, 147404725, 47865981, 215007117]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 84802654, 87064546]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 229831928, 18331143]
[211316160, 37095821, 218824995, 2668282, 98029076, 44683273, 136416820, 107229534]
